GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,FIG001,FII001,FIJ001
"G0100850","2000","Alabama","01","Lowndes","085","Lowndes, AL",2151,81836000,150
"G0100870","2000","Alabama","01","Macon","087","Macon, AL",6347,147242000,238
"G0100890","2000","Alabama","01","Madison","089","Madison, AL",126771,4049888000,7217
"G0100910","2000","Alabama","01","Marengo","091","Marengo, AL",6172,154908000,502
"G0100930","2000","Alabama","01","Marion","093","Marion, AL",10453,229331000,730
"G0100950","2000","Alabama","01","Marshall","095","Marshall, AL",32650,699645000,1949
"G0100970","2000","Alabama","01","Mobile","097","Mobile, AL",156441,4078296000,9231
"G0100990","2000","Alabama","01","Monroe","099","Monroe, AL",8367,241722000,446
"G0101010","2000","Alabama","01","Montgomery","101","Montgomery, AL",115316,2978594000,6031
"G0101030","2000","Alabama","01","Morgan","103","Morgan, AL",46656,1253443000,2735
"G0101050","2000","Alabama","01","Perry","105","Perry, AL",2137,42609000,159
"G0101070","2000","Alabama","01","Pickens","107","Pickens, AL",3251,62682000,350
"G0101090","2000","Alabama","01","Pike","109","Pike, AL",9936,207762000,671
"G0101110","2000","Alabama","01","Randolph","111","Randolph, AL",5105,98153000,387
"G0101130","2000","Alabama","01","Russell","113","Russell, AL",11165,285726000,905
"G0101150","2000","Alabama","01","St Clair","115","St. Clair, AL",12510,289211000,1122
"G0101170","2000","Alabama","01","Shelby","117","Shelby, AL",57081,1896272000,3755
"G0101190","2000","Alabama","01","Sumter","119","Sumter, AL",2880,60831000,246
"G0101210","2000","Alabama","01","Talladega","121","Talladega, AL",21017,541695000,1381
"G0101230","2000","Alabama","01","Tallapoosa","123","Tallapoosa, AL",25370,566164000,823
"G0101250","2000","Alabama","01","Tuscaloosa","125","Tuscaloosa, AL",69610,1877898000,3955
"G0101270","2000","Alabama","01","Walker","127","Walker, AL",15828,359310000,1443
"G0101290","2000","Alabama","01","Washington","129","Washington, AL",3407,136204000,261
"G0101310","2000","Alabama","01","Wilcox","131","Wilcox, AL",2629,91820000,223
"G0101330","2000","Alabama","01","Winston","133","Winston, AL",9136,188783000,424
"G0109990","2000","Alabama","01","Remainder of Alabama","999","Alabama Statewide No Fixed Loc",8767,222135000,47
"G0200130","2000","Alaska","02","Aleutians East","013","Aleutians East, AK",2033,38502000,48
"G0200160","2000","Alaska","02","Aleutians West","016","Aleutians West, AK",4110,79556000,109
"G0200200","2000","Alaska","02","Anchorage","020","Anchorage, AK",112764,4707276000,7888
"G0200500","2000","Alaska","02","Bethel","050","Bethel, AK",3474,92317000,230
"G0200600","2000","Alaska","02","Bristol Bay Borough","060","Bristol Bay, AK",414,22430000,66
"G0200680","2000","Alaska","02","Denali","068","Denali, AK",323,23957000,67
"G0200700","2000","Alaska","02","Dillingham","070","Dillingham (Bristol Bay), AK",1184,41638000,96
"G0200900","2000","Alaska","02","Fairbanks North Star","090","Fairbanks North Star, AK",21608,713640000,2175
"G0201000","2000","Alaska","02","Haines","100","Haines, AK",507,15952000,119
"G0201100","2000","Alaska","02","Juneau","110","Juneau, AK",10033,315104000,1111
"G0201220","2000","Alaska","02","Kenai Peninsula","122","Kenai Peninsula, AK",11338,367602000,1807
"G0201300","2000","Alaska","02","Ketchikan Gateway","130","Ketchikan Gateway, AK",5088,180285000,586
"G0201500","2000","Alaska","02","Kodiak Island","150","Kodiak Island, AK",4371,118523000,453
"G0201640","2000","Alaska","02","Lake And Peninsula","164","Lake and Pennisula, AK",165,10089000,51
"G0201700","2000","Alaska","02","Matanuska-Susitna","170","Matanuska Susitna, AK",9643,272475000,1421
"G0201800","2000","Alaska","02","Nome","180","Nome, AK",1801,51363000,186
"G0201850","2000","Alaska","02","North Slope","185","North Slope, AK",1958,86161000,132
"G0201880","2000","Alaska","02","Northwest Arctic","188","Northwest Arctic, AK",1562,80367000,93
"G0202010","2000","Alaska","02","Prince Of Wales-Outer Ketchikan","201","Prince of Wales-Outer Ketchikan , AK",1107,30631000,157
"G0202200","2000","Alaska","02","Sitka","220","Sitka, AK",2852,86605000,393
"G0202320","2000","Alaska","02","Skagway-Hoonah-Angoon","232","Skagway-Hoonah-Angoon, AK",592,24801000,157
"G0202400","2000","Alaska","02","Southeast Fairbanks","240","Southeast Fairbanks, AK",626,14405000,151
"G0202610","2000","Alaska","02","Valdez-Cordova","261","Valdez-Cordova, AK",2445,79511000,462
"G0202700","2000","Alaska","02","Wade Hampton","270","Wade Hampton, AK",685,8456000,63
"G0202800","2000","Alaska","02","Wrangell-Petersburg","280","Wrangel-Petersburg, AK",1646,46942000,288
"G0202820","2000","Alaska","02","Yakutat","282","Yakutat City and Borough, AK",286,8236000,34
"G0202900","2000","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk, AK",572,15257000,136
"G0209990","2000","Alaska","02","Remainder of Alaska","999","Alaska Statewide No Fixed Loc",1700,117667000,22
"G0400010","2000","Arizona","04","Apache","001","Apache, AZ",6514,125517000,506
"G0400030","2000","Arizona","04","Cochise","003","Cochise, AZ",22681,499254000,2200
"G0400050","2000","Arizona","04","Coconino","005","Coconino, AZ",38917,859018000,3458
"G0400070","2000","Arizona","04","Gila","007","Gila, AZ",12952,313000000,1147
"G0400090","2000","Arizona","04","Graham","009","Graham, AZ",4939,89248000,515
"G0400110","2000","Arizona","04","Greenlee","011","Greenlee, AZ",3236,122106000,104
"G0400120","2000","Arizona","04","La Paz","012","La Paz, AZ",3935,73227000,362
"G0400130","2000","Arizona","04","Maricopa","013","Maricopa, AZ",1354249,44315326000,72014
"G0400150","2000","Arizona","04","Mohave","015","Mohave, AZ",34845,757740000,3446
"G0400170","2000","Arizona","04","Navajo","017","Navajo, AZ",16690,380599000,1740
"G0400190","2000","Arizona","04","Pima","019","Pima, AZ",293382,7903687000,18632
"G0400210","2000","Arizona","04","Pinal","021","Pinal, AZ",25131,586426000,2041
"G0400230","2000","Arizona","04","Santa Cruz","023","Santa Cruz, AZ",10080,212318000,1083
"G0400250","2000","Arizona","04","Yavapai","025","Yavapai, AZ",46063,1013315000,4985
"G0400270","2000","Arizona","04","Yuma","027","Yuma, AZ",31233,646158000,2537
"G0409990","2000","Arizona","04","Remainder of Arizona","999","Arizona Statewide No Fixed Loc",14506,338840000,34
"G0500010","2000","Arkansas","05","Arkansas","001","Arkansas, AR",8275,200697000,577
"G0500030","2000","Arkansas","05","Ashley","003","Ashley, AR",8613,261450000,505
"G0500050","2000","Arkansas","05","Baxter","005","Baxter, AR",11893,273864000,1039
"G0500070","2000","Arkansas","05","Benton","007","Benton, AR",67478,2120595000,3657
"G0500090","2000","Arkansas","05","Boone","009","Boone, AR",13966,320956000,948
"G0500110","2000","Arkansas","05","Bradley","011","Bradley, AR",3111,58351000,299
"G0500130","2000","Arkansas","05","Calhoun","013","Calhoun, AR",807,16571000,93
"G0500150","2000","Arkansas","05","Carroll","015","Carroll, AR",8480,160441000,766
"G0500170","2000","Arkansas","05","Chicot","017","Chicot, AR",3223,58298000,283
"G0500190","2000","Arkansas","05","Clark","019","Clark, AR",8272,170673000,586
"G0500210","2000","Arkansas","05","Clay","021","Clay, AR",5280,95196000,353
"G0500230","2000","Arkansas","05","Cleburne","023","Cleburne, AR",5756,112854000,570
"G0500250","2000","Arkansas","05","Cleveland","025","Cleveland, AR",790,13240000,112
"G0500270","2000","Arkansas","05","Columbia","027","Columbia, AR",8848,204158000,646
"G0500290","2000","Arkansas","05","Conway","029","Conway, AR",5695,133805000,409
"G0500310","2000","Arkansas","05","Craighead","031","Craighead, AR",34192,804189000,2245
"G0500330","2000","Arkansas","05","Crawford","033","Crawford, AR",16772,390464000,915
"G0500350","2000","Arkansas","05","Crittenden","035","Crittenden, AR",15786,355650000,948
"G0500370","2000","Arkansas","05","Cross","037","Cross, AR",4650,92075000,380
"G0500390","2000","Arkansas","05","Dallas","039","Dallas, AR",2810,60001000,255
"G0500410","2000","Arkansas","05","Desha","041","Desha, AR",4128,94842000,394
"G0500430","2000","Arkansas","05","Drew","043","Drew, AR",7686,144946000,470
"G0500450","2000","Arkansas","05","Faulkner","045","Faulkner, AR",29268,777624000,1783
"G0500470","2000","Arkansas","05","Franklin","047","Franklin, AR",3144,61872000,281
"G0500490","2000","Arkansas","05","Fulton","049","Fulton, AR",1275,20674000,164
"G0500510","2000","Arkansas","05","Garland","051","Garland, AR",30931,664321000,2571
"G0500530","2000","Arkansas","05","Grant","053","Grant, AR",3017,71708000,272
"G0500550","2000","Arkansas","05","Greene","055","Greene, AR",13380,279847000,789
"G0500570","2000","Arkansas","05","Hempstead","057","Hempstead, AR",7775,165137000,422
"G0500590","2000","Arkansas","05","Hot Spring","059","Hot Spring, AR",6161,136281000,574
"G0500610","2000","Arkansas","05","Howard","061","Howard, AR",7382,136115000,319
"G0500630","2000","Arkansas","05","Independence","063","Independence, AR",14475,333871000,826
"G0500650","2000","Arkansas","05","Izard","065","Izard, AR",2200,38459000,239
"G0500670","2000","Arkansas","05","Jackson","067","Jackson, AR",5176,111275000,430
"G0500690","2000","Arkansas","05","Jefferson","069","Jefferson, AR",28560,673617000,1602
"G0500710","2000","Arkansas","05","Johnson","071","Johnson, AR",7430,137607000,398
"G0500730","2000","Arkansas","05","Lafayette","073","Lafayette, AR",1364,29280000,138
"G0500750","2000","Arkansas","05","Lawrence","075","Lawrence, AR",4333,81694000,384
"G0500770","2000","Arkansas","05","Lee","077","Lee, AR",1310,24193000,160
"G0500790","2000","Arkansas","05","Lincoln","079","Lincoln, AR",1677,34525000,160
"G0500810","2000","Arkansas","05","Little River","081","Little River, AR",3949,135561000,229
"G0500830","2000","Arkansas","05","Logan","083","Logan, AR",4876,94596000,381
"G0500850","2000","Arkansas","05","Lonoke","085","Lonoke, AR",8855,174357000,943
"G0500870","2000","Arkansas","05","Madison","087","Madison, AR",1944,40002000,198
"G0500890","2000","Arkansas","05","Marion","089","Marion, AR",3006,55020000,233
"G0500910","2000","Arkansas","05","Miller","091","Miller, AR",11320,280700000,739
"G0500930","2000","Arkansas","05","Mississippi","093","Mississippi, AR",17663,452685000,975
"G0500950","2000","Arkansas","05","Monroe","095","Monroe, AR",2005,32472000,233
"G0500970","2000","Arkansas","05","Montgomery","097","Montgomery, AR",1084,18260000,177
"G0500990","2000","Arkansas","05","Nevada","099","Nevada, AR",1966,44930000,161
"G0501010","2000","Arkansas","05","Newton","101","Newton, AR",636,9651000,108
"G0501030","2000","Arkansas","05","Ouachita","103","Ouachita, AR",7994,208653000,621
"G0501050","2000","Arkansas","05","Perry","105","Perry, AR",617,10468000,121
"G0501070","2000","Arkansas","05","Phillips","107","Phillips, AR",5821,113950000,673
"G0501090","2000","Arkansas","05","Pike","109","Pike, AR",2438,45173000,252
"G0501110","2000","Arkansas","05","Poinsett","111","Poinsett, AR",4835,95469000,420
"G0501130","2000","Arkansas","05","Polk","113","Polk, AR",5418,100843000,490
"G0501150","2000","Arkansas","05","Pope","115","Pope, AR",21769,527056000,1463
"G0501170","2000","Arkansas","05","Prairie","117","Prairie, AR",1330,26184000,182
"G0501190","2000","Arkansas","05","Pulaski","119","Pulaski, AR",223972,6520359000,12043
"G0501210","2000","Arkansas","05","Randolph","121","Randolph, AR",4562,89404000,340
"G0501230","2000","Arkansas","05","St Francis","123","St. Francis, AR",9952,207579000,569
"G0501250","2000","Arkansas","05","Saline","125","Saline, AR",15659,339188000,1358
"G0501270","2000","Arkansas","05","Scott","127","Scott, AR",2834,48425000,175
"G0501290","2000","Arkansas","05","Searcy","129","Searcy, AR",1195,14904000,126
"G0501310","2000","Arkansas","05","Sebastian","131","Sebastian, AR",72929,1860678000,3305
"G0501330","2000","Arkansas","05","Sevier","133","Sevier, AR",4829,94246000,295
"G0501350","2000","Arkansas","05","Sharp","135","Sharp, AR",3179,59070000,375
"G0501370","2000","Arkansas","05","Stone","137","Stone, AR",2302,36594000,240
"G0501390","2000","Arkansas","05","Union","139","Union, AR",19058,514343000,1256
"G0501410","2000","Arkansas","05","Van Buren","141","Van Buren, AR",2927,51727000,317
"G0501430","2000","Arkansas","05","Washington","143","Washington, AR",71286,1732367000,4229
"G0501450","2000","Arkansas","05","White","145","White, AR",21756,479149000,1425
"G0501470","2000","Arkansas","05","Woodruff","147","Woodruff, AR",1641,36002000,149
"G0501490","2000","Arkansas","05","Yell","149","Yell, AR",5912,109208000,375
"G0509990","2000","Arkansas","05","Remainder of Arkansas","999","Arkansas Statewide No Fixed Loc",3942,82646000,47
"G0600010","2000","California","06","Alameda","001","Alameda, CA",655730,28627936000,36391
"G0600030","2000","California","06","Alpine","003","Alpine, CA",1048,13362000,52
"G0600050","2000","California","06","Amador","005","Amador, CA",7378,174367000,849
"G0600070","2000","California","06","Butte","007","Butte, CA",53776,1209766000,4597
"G0600090","2000","California","06","Calaveras","009","Calaveras, CA",5757,125593000,985
"G0600110","2000","California","06","Colusa","011","Colusa, CA",3430,88365000,359
"G0600130","2000","California","06","Contra Costa","013","Contra Costa, CA",315767,13548153000,22065
"G0600150","2000","California","06","Del Norte","015","Del Norte, CA",4395,87463000,520
"G0600170","2000","California","06","El Dorado","017","El Dorado, CA",38215,1063125000,3956
"G0600190","2000","California","06","Fresno","019","Fresno, CA",212950,5805236000,15280
"G0600210","2000","California","06","Glenn","021","Glenn, CA",4285,118257000,500
"G0600230","2000","California","06","Humboldt","023","Humboldt, CA",37390,862694000,3538
"G0600250","2000","California","06","Imperial","025","Imperial, CA",25353,559486000,2273
"G0600270","2000","California","06","Inyo","027","Inyo, CA",5537,118587000,610
"G0600290","2000","California","06","Kern","029","Kern, CA",150310,4218241000,10893
"G0600310","2000","California","06","Kings","031","Kings, CA",18540,468903000,1539
"G0600330","2000","California","06","Lake","033","Lake, CA",9514,231549000,1110
"G0600350","2000","California","06","Lassen","035","Lassen, CA",3911,89548000,518
"G0600370","2000","California","06","Los Angeles","037","Los Angeles, CA",3863871,141269669000,226282
"G0600390","2000","California","06","Madera","039","Madera, CA",23160,483888000,1865
"G0600410","2000","California","06","Marin","041","Marin, CA",106275,4388031000,10257
"G0600430","2000","California","06","Mariposa","043","Mariposa, CA",3147,86577000,362
"G0600450","2000","California","06","Mendocino","045","Mendocino, CA",24768,595019000,2770
"G0600470","2000","California","06","Merced","047","Merced, CA",39546,921017000,2959
"G0600490","2000","California","06","Modoc","049","Modoc, CA",1562,32394000,199
"G0600510","2000","California","06","Mono","051","Mono, CA",6113,120983000,551
"G0600530","2000","California","06","Monterey","053","Monterey, CA",105068,3260673000,8575
"G0600550","2000","California","06","Napa","055","Napa, CA",49526,1636767000,3747
"G0600570","2000","California","06","Nevada","057","Nevada, CA",26014,641692000,2997
"G0600590","2000","California","06","Orange","059","Orange, CA",1378717,52421059000,78556
"G0600610","2000","California","06","Placer","061","Placer, CA",93931,3258293000,7297
"G0600630","2000","California","06","Plumas","063","Plumas, CA",4573,118889000,726
"G0600650","2000","California","06","Riverside","065","Riverside, CA",392806,10429126000,26565
"G0600670","2000","California","06","Sacramento","067","Sacramento, CA",423883,14295028000,25722
"G0600690","2000","California","06","San Benito","069","San Benito, CA",10781,299012000,965
"G0600710","2000","California","06","San Bernardino","071","San Bernardino, CA",465627,12798831000,27079
"G0600730","2000","California","06","San Diego","073","San Diego, CA",1052214,37719724000,67922
"G0600750","2000","California","06","San Francisco","075","San Francisco, CA",555647,31060972000,31406
"G0600770","2000","California","06","San Joaquin","077","San Joaquin, CA",154405,4382762000,10187
"G0600790","2000","California","06","San Luis Obispo","079","San Luis Obispo, CA",73625,1959925000,6944
"G0600810","2000","California","06","San Mateo","081","San Mateo, CA",372908,22916966000,20407
"G0600830","2000","California","06","Santa Barbara","083","Santa Barbara, CA",140196,4527489000,10884
"G0600850","2000","California","06","Santa Clara","085","Santa Clara, CA",999519,76783213000,45655
"G0600870","2000","California","06","Santa Cruz","087","Santa Cruz, CA",79260,2580194000,6972
"G0600890","2000","California","06","Shasta","089","Shasta, CA",46116,1197284000,4468
"G0600910","2000","California","06","Sierra","091","Sierra, CA",660,18953000,99
"G0600930","2000","California","06","Siskiyou","093","Siskiyou, CA",9616,211891000,1263
"G0600950","2000","California","06","Solano","095","Solano, CA",94519,2840118000,6505
"G0600970","2000","California","06","Sonoma","097","Sonoma, CA",163000,5737991000,13419
"G0600990","2000","California","06","Stanislaus","099","Stanislaus, CA",120633,3327044000,8257
"G0601010","2000","California","06","Sutter","101","Sutter, CA",17263,446691000,1650
"G0601030","2000","California","06","Tehama","103","Tehama, CA",12017,290681000,1004
"G0601050","2000","California","06","Trinity","105","Trinity, CA",1719,33802000,321
"G0601070","2000","California","06","Tulare","107","Tulare, CA",77162,1895635000,5926
"G0601090","2000","California","06","Tuolumne","109","Tuolumne, CA",12421,288064000,1496
"G0601110","2000","California","06","Ventura","111","Ventura, CA",238002,7903531000,17206
"G0601130","2000","California","06","Yolo","113","Yolo, CA",57390,1827012000,3424
"G0601150","2000","California","06","Yuba","115","Yuba, CA",8973,221965000,838
"G0609990","2000","California","06","Remainder of California","999","California Statewide No Fixed Loc",24773,1720992000,101
"G0800010","2000","Colorado","08","Adams","001","Adams, CO",127505,4093491000,7221
"G0800030","2000","Colorado","08","Alamosa","003","Alamosa, CO",5057,103987000,517
"G0800050","2000","Colorado","08","Arapahoe","005","Arapahoe, CO",292407,13015144000,16412
"G0800070","2000","Colorado","08","Archuleta","007","Archuleta, CO",2708,55264000,467
"G0800090","2000","Colorado","08","Baca","009","Baca, CO",577,9189000,110
"G0800110","2000","Colorado","08","Bent","011","Bent, CO",1141,34779000,77
"G0800130","2000","Colorado","08","Boulder","013","Boulder, CO",157901,7589157000,11128
"G0800150","2000","Colorado","08","Chaffee","015","Chaffee, CO",4771,93772000,744
"G0800170","2000","Colorado","08","Cheyenne","017","Cheyenne, CO",449,13960000,60
"G0800190","2000","Colorado","08","Clear Creek","019","Clear Creek, CO",2763,67692000,334
"G0800210","2000","Colorado","08","Conejos","021","Conejos, CO",862,16766000,121
"G0800230","2000","Colorado","08","Costilla","023","Costilla, CO",235,2722000,57
"G0800250","2000","Colorado","08","Crowley","025","Crowley, CO",592,10704000,49
"G0800270","2000","Colorado","08","Custer","027","Custer, CO",578,11615000,137
"G0800290","2000","Colorado","08","Delta","029","Delta, CO",5574,121864000,750
"G0800310","2000","Colorado","08","Denver","031","Denver, CO",411303,16784062000,22421
"G0800330","2000","Colorado","08","Dolores","033","Dolores, CO",187,3253000,43
"G0800350","2000","Colorado","08","Douglas","035","Douglas, CO",37902,1162993000,4078
"G0800370","2000","Colorado","08","Eagle","037","Eagle, CO",28686,799605000,2817
"G0800390","2000","Colorado","08","Elbert","039","Elbert, CO",2319,56520000,453
"G0800410","2000","Colorado","08","El Paso","041","El Paso, CO",209989,6760061000,13666
"G0800430","2000","Colorado","08","Fremont","043","Fremont, CO",8047,169366000,878
"G0800450","2000","Colorado","08","Garfield","045","Garfield, CO",15693,460050000,2038
"G0800470","2000","Colorado","08","Gilpin","047","Gilpin, CO",3717,107964000,83
"G0800490","2000","Colorado","08","Grand","049","Grand, CO",6288,114262000,748
"G0800510","2000","Colorado","08","Gunnison","051","Gunnison, CO",7008,131356000,864
"G0800530","2000","Colorado","08","Hinsdale","053","Hinsdale, CO",171,3796000,77
"G0800550","2000","Colorado","08","Huerfano","055","Huerfano, CO",1508,28067000,203
"G0800570","2000","Colorado","08","Jackson","057","Jackson, CO",217,5173000,58
"G0800590","2000","Colorado","08","Jefferson","059","Jefferson, CO",182399,6123584000,15979
"G0800610","2000","Colorado","08","Kiowa","061","Kiowa, CO",242,4461000,48
"G0800630","2000","Colorado","08","Kit Carson","063","Kit Carson, CO",1998,39121000,286
"G0800650","2000","Colorado","08","Lake","065","Lake, CO",1350,25979000,203
"G0800670","2000","Colorado","08","La Plata","067","La Plata, CO",17828,430117000,2001
"G0800690","2000","Colorado","08","Larimer","069","Larimer, CO",93578,2672962000,8017
"G0800710","2000","Colorado","08","Las Animas","071","Las Animas, CO",3274,58026000,370
"G0800730","2000","Colorado","08","Lincoln","073","Lincoln, CO",1347,28387000,145
"G0800750","2000","Colorado","08","Logan","075","Logan, CO",5705,117980000,636
"G0800770","2000","Colorado","08","Mesa","077","Mesa, CO",43350,1087132000,3894
"G0800790","2000","Colorado","08","Mineral","079","Mineral, CO",160,3581000,60
"G0800810","2000","Colorado","08","Moffat","081","Moffat, CO",3692,113035000,390
"G0800830","2000","Colorado","08","Montezuma","083","Montezuma, CO",6742,147715000,780
"G0800850","2000","Colorado","08","Montrose","085","Montrose, CO",10148,231996000,1124
"G0800870","2000","Colorado","08","Morgan","087","Morgan, CO",8291,195511000,662
"G0800890","2000","Colorado","08","Otero","089","Otero, CO",5144,100887000,517
"G0800910","2000","Colorado","08","Ouray","091","Ouray, CO",791,18788000,248
"G0800930","2000","Colorado","08","Park","093","Park, CO",1336,29504000,398
"G0800950","2000","Colorado","08","Phillips","095","Phillips, CO",1014,20992000,148
"G0800970","2000","Colorado","08","Pitkin","097","Pitkin, CO",15491,424854000,1532
"G0800990","2000","Colorado","08","Prowers","099","Prowers, CO",4290,85751000,437
"G0801010","2000","Colorado","08","Pueblo","101","Pueblo, CO",48353,1112700000,3187
"G0801030","2000","Colorado","08","Rio Blanco","103","Rio Blanco, CO",1579,44714000,221
"G0801050","2000","Colorado","08","Rio Grande","105","Rio Grande, CO",2736,53831000,387
"G0801070","2000","Colorado","08","Routt","107","Routt, CO",17511,507825000,1337
"G0801090","2000","Colorado","08","Saguache","109","Saguache, CO",667,10771000,121
"G0801110","2000","Colorado","08","San Juan","111","San Juan, CO",77,2025000,55
"G0801130","2000","Colorado","08","San Miguel","113","San Miguel, CO",4250,96216000,534
"G0801150","2000","Colorado","08","Sedgwick","115","Sedgwick, CO",518,8944000,91
"G0801170","2000","Colorado","08","Summit","117","Summit, CO",19621,415029000,1835
"G0801190","2000","Colorado","08","Teller","119","Teller, CO",5298,128912000,639
"G0801210","2000","Colorado","08","Washington","121","Washington, CO",748,15921000,117
"G0801230","2000","Colorado","08","Weld","123","Weld, CO",56841,1708517000,4066
"G0801250","2000","Colorado","08","Yuma","125","Yuma, CO",2186,42111000,350
"G0809990","2000","Colorado","08","Remainder of Colorado","999","Colorado Statewide No Fixed Loc",8592,244677000,102
"G0900010","2000","Connecticut","09","Fairfield","001","Fairfield, CT",444930,25894338000,28587
"G0900030","2000","Connecticut","09","Hartford","003","Hartford, CT",476640,19970832000,23198
"G0900050","2000","Connecticut","09","Litchfield","005","Litchfield, CT",58918,1885504000,5192
"G0900070","2000","Connecticut","09","Middlesex","007","Middlesex, CT",60442,2255273000,4236
"G0900090","2000","Connecticut","09","New Haven","009","New Haven, CT",338928,12290857000,20775
"G0900110","2000","Connecticut","09","New London","011","New London, CT",105770,3441704000,5729
"G0900130","2000","Connecticut","09","Tolland","013","Tolland, CT",0,0,2531
"G0900150","2000","Connecticut","09","Windham","015","Windham, CT",31176,863941000,2187
"G0909990","2000","Connecticut","09","Remainder of Connecticut","999","Connecticut Statewide No Fixed Loc",0,0,1
"G1000010","2000","Delaware","10","Kent","001","Kent, DE",44400,1119916000,2961
"G1000030","2000","Delaware","10","New Castle","003","New Castle, DE",282131,11942350000,16191
"G1000050","2000","Delaware","10","Sussex","005","Sussex, DE",50746,1257745000,4619
"G1109990","2000","District Of Columbia","11","Remainder of District Of Columbia","999","District of Columbia No Fixed Loc",414983,19984505000,19655
"G1200010","2000","Florida","12","Alachua","001","Alachua, FL",81409,2019488000,5171
"G1200030","2000","Florida","12","Baker","003","Baker, FL",3824,87067000,278
"G1200050","2000","Florida","12","Bay","005","Bay, FL",53932,1173470000,4208
"G1200070","2000","Florida","12","Bradford","007","Bradford, FL",4114,73003000,384
"G1200090","2000","Florida","12","Brevard","009","Brevard, FL",157698,4581543000,11360
"G1200110","2000","Florida","12","Broward","011","Broward, FL",619401,19111362000,50328
"G1200130","2000","Florida","12","Calhoun","013","Calhoun, FL",1904,33070000,221
"G1200150","2000","Florida","12","Charlotte","015","Charlotte, FL",31685,705216000,3073
"G1200170","2000","Florida","12","Citrus","017","Citrus, FL",28170,643494000,2371
"G1200190","2000","Florida","12","Clay","019","Clay, FL",31278,679746000,2816
