GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,FIG001,FII001,FIJ001
"G0100570","2001","Alabama","01","Fayette","057","Fayette, AL",5345,124761000,352
"G0100590","2001","Alabama","01","Franklin","059","Franklin, AL",8920,191852000,589
"G0100610","2001","Alabama","01","Geneva","061","Geneva, AL",4020,76741000,527
"G0100630","2001","Alabama","01","Greene","063","Greene, AL",1413,28808000,135
"G0100650","2001","Alabama","01","Hale","065","Hale, AL",2950,63072000,230
"G0100670","2001","Alabama","01","Henry","067","Henry, AL",4157,89933000,327
"G0100690","2001","Alabama","01","Houston","069","Houston, AL",45434,1211976000,2772
"G0100710","2001","Alabama","01","Jackson","071","Jackson, AL",13810,332194000,907
"G0100730","2001","Alabama","01","Jefferson","073","Jefferson, AL",356034,11883712000,17397
"G0100750","2001","Alabama","01","Lamar","075","Lamar, AL",4321,127324000,293
"G0100770","2001","Alabama","01","Lauderdale","077","Lauderdale, AL",30869,643220000,2043
"G0100790","2001","Alabama","01","Lawrence","079","Lawrence, AL",4872,151248000,405
"G0100810","2001","Alabama","01","Lee","081","Lee, AL",32564,704470000,2016
"G0100830","2001","Alabama","01","Limestone","083","Limestone, AL",17031,516875000,1118
"G0100850","2001","Alabama","01","Lowndes","085","Lowndes, AL",2229,86091000,144
"G0100870","2001","Alabama","01","Macon","087","Macon, AL",6304,151464000,232
"G0100890","2001","Alabama","01","Madison","089","Madison, AL",130045,4280808000,7175
"G0100910","2001","Alabama","01","Marengo","091","Marengo, AL",6381,166769000,499
"G0100930","2001","Alabama","01","Marion","093","Marion, AL",8964,201088000,724
"G0100950","2001","Alabama","01","Marshall","095","Marshall, AL",32889,683334000,1937
"G0100970","2001","Alabama","01","Mobile","097","Mobile, AL",152459,4254175000,9227
"G0100990","2001","Alabama","01","Monroe","099","Monroe, AL",7978,225050000,432
"G0101010","2001","Alabama","01","Montgomery","101","Montgomery, AL",110410,3031461000,6019
"G0101030","2001","Alabama","01","Morgan","103","Morgan, AL",46206,1227629000,2741
"G0101050","2001","Alabama","01","Perry","105","Perry, AL",1784,32842000,165
"G0101070","2001","Alabama","01","Pickens","107","Pickens, AL",2950,61151000,341
"G0101090","2001","Alabama","01","Pike","109","Pike, AL",9181,208453000,647
"G0101110","2001","Alabama","01","Randolph","111","Randolph, AL",5065,91429000,382
"G0101130","2001","Alabama","01","Russell","113","Russell, AL",10241,263098000,875
"G0101150","2001","Alabama","01","St Clair","115","St. Clair, AL",12169,305743000,1128
"G0101170","2001","Alabama","01","Shelby","117","Shelby, AL",59016,2056897000,3815
"G0101190","2001","Alabama","01","Sumter","119","Sumter, AL",2805,60475000,239
"G0101210","2001","Alabama","01","Talladega","121","Talladega, AL",21078,543070000,1343
"G0101230","2001","Alabama","01","Tallapoosa","123","Tallapoosa, AL",18837,530186000,805
"G0101250","2001","Alabama","01","Tuscaloosa","125","Tuscaloosa, AL",68658,1900857000,3920
"G0101270","2001","Alabama","01","Walker","127","Walker, AL",14796,350026000,1392
"G0101290","2001","Alabama","01","Washington","129","Washington, AL",3368,134705000,246
"G0101310","2001","Alabama","01","Wilcox","131","Wilcox, AL",2499,66582000,221
"G0101330","2001","Alabama","01","Winston","133","Winston, AL",7561,166546000,407
"G0109990","2001","Alabama","01","Remainder of Alabama","999","Alabama Statewide No Fixed Loc",12196,310496000,55
"G0200130","2001","Alaska","02","Aleutians East","013","Aleutians East, AK",1941,39851000,45
"G0200160","2001","Alaska","02","Aleutians West","016","Aleutians West, AK",4472,87271000,110
"G0200200","2001","Alaska","02","Anchorage","020","Anchorage, AK",119466,5164752000,7979
"G0200500","2001","Alaska","02","Bethel","050","Bethel, AK",3576,99439000,211
"G0200600","2001","Alaska","02","Bristol Bay Borough","060","Bristol Bay, AK",498,22257000,65
"G0200680","2001","Alaska","02","Denali","068","Denali, AK",310,19801000,65
"G0200700","2001","Alaska","02","Dillingham","070","Dillingham (Bristol Bay), AK",1317,43558000,90
"G0200900","2001","Alaska","02","Fairbanks North Star","090","Fairbanks North Star, AK",23024,788506000,2230
"G0201000","2001","Alaska","02","Haines","100","Haines, AK",471,13132000,115
"G0201100","2001","Alaska","02","Juneau","110","Juneau, AK",10021,337464000,1075
"G0201220","2001","Alaska","02","Kenai Peninsula","122","Kenai Peninsula, AK",11585,393744000,1812
"G0201300","2001","Alaska","02","Ketchikan Gateway","130","Ketchikan Gateway, AK",5226,179184000,577
"G0201500","2001","Alaska","02","Kodiak Island","150","Kodiak Island, AK",4255,125937000,465
"G0201640","2001","Alaska","02","Lake And Peninsula","164","Lake and Pennisula, AK",174,9272000,47
"G0201700","2001","Alaska","02","Matanuska-Susitna","170","Matanuska Susitna, AK",9553,285987000,1461
"G0201800","2001","Alaska","02","Nome","180","Nome, AK",1844,54372000,191
"G0201850","2001","Alaska","02","North Slope","185","North Slope, AK",2132,95597000,148
"G0201880","2001","Alaska","02","Northwest Arctic","188","Northwest Arctic, AK",1743,86713000,93
"G0202010","2001","Alaska","02","Prince Of Wales-Outer Ketchikan","201","Prince of Wales-Outer Ketchikan , AK",828,19662000,151
"G0202200","2001","Alaska","02","Sitka","220","Sitka, AK",2877,91566000,395
"G0202320","2001","Alaska","02","Skagway-Hoonah-Angoon","232","Skagway-Hoonah-Angoon, AK",544,23571000,154
"G0202400","2001","Alaska","02","Southeast Fairbanks","240","Southeast Fairbanks, AK",632,15291000,152
"G0202610","2001","Alaska","02","Valdez-Cordova","261","Valdez-Cordova, AK",2585,129525000,447
"G0202700","2001","Alaska","02","Wade Hampton","270","Wade Hampton, AK",671,9225000,62
"G0202800","2001","Alaska","02","Wrangell-Petersburg","280","Wrangel-Petersburg, AK",1517,50129000,280
"G0202820","2001","Alaska","02","Yakutat","282","Yakutat City and Borough, AK",217,8560000,28
"G0202900","2001","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk, AK",573,15740000,121
"G0209990","2001","Alaska","02","Remainder of Alaska","999","Alaska Statewide No Fixed Loc",2245,124801000,20
"G0400010","2001","Arizona","04","Apache","001","Apache, AZ",6378,129900000,512
"G0400030","2001","Arizona","04","Cochise","003","Cochise, AZ",23722,528512000,2219
"G0400050","2001","Arizona","04","Coconino","005","Coconino, AZ",38466,876312000,3461
"G0400070","2001","Arizona","04","Gila","007","Gila, AZ",12672,332389000,1145
"G0400090","2001","Arizona","04","Graham","009","Graham, AZ",5025,91165000,504
"G0400110","2001","Arizona","04","Greenlee","011","Greenlee, AZ",3101,120583000,98
"G0400120","2001","Arizona","04","La Paz","012","La Paz, AZ",3701,71760000,347
"G0400130","2001","Arizona","04","Maricopa","013","Maricopa, AZ",1377298,45515427000,73102
"G0400150","2001","Arizona","04","Mohave","015","Mohave, AZ",35897,810900000,3492
"G0400170","2001","Arizona","04","Navajo","017","Navajo, AZ",16624,386689000,1740
"G0400190","2001","Arizona","04","Pima","019","Pima, AZ",293987,8326773000,18828
"G0400210","2001","Arizona","04","Pinal","021","Pinal, AZ",25550,604085000,2033
"G0400230","2001","Arizona","04","Santa Cruz","023","Santa Cruz, AZ",10666,223089000,1097
"G0400250","2001","Arizona","04","Yavapai","025","Yavapai, AZ",46530,1062609000,5127
"G0400270","2001","Arizona","04","Yuma","027","Yuma, AZ",32820,714979000,2539
"G0409990","2001","Arizona","04","Remainder of Arizona","999","Arizona Statewide No Fixed Loc",9162,223190000,60
"G0500010","2001","Arkansas","05","Arkansas","001","Arkansas, AR",8301,200968000,571
"G0500030","2001","Arkansas","05","Ashley","003","Ashley, AR",7980,253933000,482
"G0500050","2001","Arkansas","05","Baxter","005","Baxter, AR",11349,271031000,1025
"G0500070","2001","Arkansas","05","Benton","007","Benton, AR",69656,2404698000,3753
"G0500090","2001","Arkansas","05","Boone","009","Boone, AR",13237,310851000,926
"G0500110","2001","Arkansas","05","Bradley","011","Bradley, AR",3366,69557000,288
"G0500130","2001","Arkansas","05","Calhoun","013","Calhoun, AR",949,21558000,91
"G0500150","2001","Arkansas","05","Carroll","015","Carroll, AR",8466,168377000,762
"G0500170","2001","Arkansas","05","Chicot","017","Chicot, AR",3142,57312000,275
"G0500190","2001","Arkansas","05","Clark","019","Clark, AR",8441,180695000,579
"G0500210","2001","Arkansas","05","Clay","021","Clay, AR",4801,89139000,343
"G0500230","2001","Arkansas","05","Cleburne","023","Cleburne, AR",5517,110711000,581
"G0500250","2001","Arkansas","05","Cleveland","025","Cleveland, AR",748,14201000,109
"G0500270","2001","Arkansas","05","Columbia","027","Columbia, AR",8748,214126000,629
"G0500290","2001","Arkansas","05","Conway","029","Conway, AR",5505,134235000,398
"G0500310","2001","Arkansas","05","Craighead","031","Craighead, AR",34201,824763000,2257
"G0500330","2001","Arkansas","05","Crawford","033","Crawford, AR",16098,378179000,922
"G0500350","2001","Arkansas","05","Crittenden","035","Crittenden, AR",15402,346829000,943
"G0500370","2001","Arkansas","05","Cross","037","Cross, AR",4508,90935000,389
"G0500390","2001","Arkansas","05","Dallas","039","Dallas, AR",2855,62606000,263
"G0500410","2001","Arkansas","05","Desha","041","Desha, AR",3886,94636000,401
"G0500430","2001","Arkansas","05","Drew","043","Drew, AR",7447,134127000,454
"G0500450","2001","Arkansas","05","Faulkner","045","Faulkner, AR",30852,830907000,1827
"G0500470","2001","Arkansas","05","Franklin","047","Franklin, AR",3260,67969000,280
"G0500490","2001","Arkansas","05","Fulton","049","Fulton, AR",1306,21509000,164
"G0500510","2001","Arkansas","05","Garland","051","Garland, AR",30794,684616000,2616
"G0500530","2001","Arkansas","05","Grant","053","Grant, AR",3005,68488000,278
"G0500550","2001","Arkansas","05","Greene","055","Greene, AR",12884,276856000,793
"G0500570","2001","Arkansas","05","Hempstead","057","Hempstead, AR",8311,179206000,433
"G0500590","2001","Arkansas","05","Hot Spring","059","Hot Spring, AR",5890,134331000,547
"G0500610","2001","Arkansas","05","Howard","061","Howard, AR",7283,141139000,322
"G0500630","2001","Arkansas","05","Independence","063","Independence, AR",14976,345304000,863
"G0500650","2001","Arkansas","05","Izard","065","Izard, AR",1794,36408000,217
"G0500670","2001","Arkansas","05","Jackson","067","Jackson, AR",4932,106488000,437
"G0500690","2001","Arkansas","05","Jefferson","069","Jefferson, AR",26526,677352000,1606
"G0500710","2001","Arkansas","05","Johnson","071","Johnson, AR",7287,143477000,384
"G0500730","2001","Arkansas","05","Lafayette","073","Lafayette, AR",1367,30184000,126
"G0500750","2001","Arkansas","05","Lawrence","075","Lawrence, AR",4254,79421000,372
"G0500770","2001","Arkansas","05","Lee","077","Lee, AR",1035,22881000,152
"G0500790","2001","Arkansas","05","Lincoln","079","Lincoln, AR",1709,33091000,156
"G0500810","2001","Arkansas","05","Little River","081","Little River, AR",3558,137054000,217
"G0500830","2001","Arkansas","05","Logan","083","Logan, AR",4680,90912000,379
"G0500850","2001","Arkansas","05","Lonoke","085","Lonoke, AR",9116,181157000,952
"G0500870","2001","Arkansas","05","Madison","087","Madison, AR",2026,45736000,199
"G0500890","2001","Arkansas","05","Marion","089","Marion, AR",3340,62716000,236
"G0500910","2001","Arkansas","05","Miller","091","Miller, AR",11158,268522000,733
"G0500930","2001","Arkansas","05","Mississippi","093","Mississippi, AR",15591,425788000,945
"G0500950","2001","Arkansas","05","Monroe","095","Monroe, AR",1986,32110000,232
"G0500970","2001","Arkansas","05","Montgomery","097","Montgomery, AR",1106,19230000,166
"G0500990","2001","Arkansas","05","Nevada","099","Nevada, AR",1892,44516000,153
"G0501010","2001","Arkansas","05","Newton","101","Newton, AR",696,9657000,105
"G0501030","2001","Arkansas","05","Ouachita","103","Ouachita, AR",7508,190880000,613
"G0501050","2001","Arkansas","05","Perry","105","Perry, AR",633,11170000,126
"G0501070","2001","Arkansas","05","Phillips","107","Phillips, AR",5478,110489000,523
"G0501090","2001","Arkansas","05","Pike","109","Pike, AR",2347,43176000,264
"G0501110","2001","Arkansas","05","Poinsett","111","Poinsett, AR",4776,93471000,419
"G0501130","2001","Arkansas","05","Polk","113","Polk, AR",5795,118204000,495
"G0501150","2001","Arkansas","05","Pope","115","Pope, AR",22266,557770000,1456
"G0501170","2001","Arkansas","05","Prairie","117","Prairie, AR",1241,23029000,179
"G0501190","2001","Arkansas","05","Pulaski","119","Pulaski, AR",225717,6779747000,11671
"G0501210","2001","Arkansas","05","Randolph","121","Randolph, AR",4680,88946000,338
"G0501230","2001","Arkansas","05","St Francis","123","St. Francis, AR",10714,209981000,562
"G0501250","2001","Arkansas","05","Saline","125","Saline, AR",16782,378757000,1375
"G0501270","2001","Arkansas","05","Scott","127","Scott, AR",2715,49028000,173
"G0501290","2001","Arkansas","05","Searcy","129","Searcy, AR",1082,15613000,128
"G0501310","2001","Arkansas","05","Sebastian","131","Sebastian, AR",72110,1926978000,3282
"G0501330","2001","Arkansas","05","Sevier","133","Sevier, AR",5111,101923000,303
"G0501350","2001","Arkansas","05","Sharp","135","Sharp, AR",3091,47901000,373
"G0501370","2001","Arkansas","05","Stone","137","Stone, AR",2061,34658000,231
"G0501390","2001","Arkansas","05","Union","139","Union, AR",18898,520077000,1252
"G0501410","2001","Arkansas","05","Van Buren","141","Van Buren, AR",3001,53961000,305
"G0501430","2001","Arkansas","05","Washington","143","Washington, AR",71828,1850373000,4329
"G0501450","2001","Arkansas","05","White","145","White, AR",21674,506648000,1436
"G0501470","2001","Arkansas","05","Woodruff","147","Woodruff, AR",1589,36611000,144
"G0501490","2001","Arkansas","05","Yell","149","Yell, AR",5846,114667000,362
"G0509990","2001","Arkansas","05","Remainder of Arkansas","999","Arkansas Statewide No Fixed Loc",11361,292992000,55
"G0600010","2001","California","06","Alameda","001","Alameda, CA",670375,29759500000,36468
"G0600030","2001","California","06","Alpine","003","Alpine, CA",1282,14742000,55
"G0600050","2001","California","06","Amador","005","Amador, CA",7861,198177000,852
"G0600070","2001","California","06","Butte","007","Butte, CA",55931,1308241000,4652
"G0600090","2001","California","06","Calaveras","009","Calaveras, CA",6241,141935000,970
"G0600110","2001","California","06","Colusa","011","Colusa, CA",3400,91088000,362
"G0600130","2001","California","06","Contra Costa","013","Contra Costa, CA",329686,14402442000,22285
"G0600150","2001","California","06","Del Norte","015","Del Norte, CA",4142,81403000,502
"G0600170","2001","California","06","El Dorado","017","El Dorado, CA",38594,1080845000,4044
"G0600190","2001","California","06","Fresno","019","Fresno, CA",218995,6206405000,15337
"G0600210","2001","California","06","Glenn","021","Glenn, CA",4347,125156000,514
"G0600230","2001","California","06","Humboldt","023","Humboldt, CA",37634,889727000,3532
"G0600250","2001","California","06","Imperial","025","Imperial, CA",25103,593257000,2270
"G0600270","2001","California","06","Inyo","027","Inyo, CA",5567,122267000,599
"G0600290","2001","California","06","Kern","029","Kern, CA",153457,4529016000,11063
"G0600310","2001","California","06","Kings","031","Kings, CA",19929,485174000,1550
"G0600330","2001","California","06","Lake","033","Lake, CA",10140,262197000,1142
"G0600350","2001","California","06","Lassen","035","Lassen, CA",3906,89200000,501
"G0600370","2001","California","06","Los Angeles","037","Los Angeles, CA",3889686,143585322000,227941
"G0600390","2001","California","06","Madera","039","Madera, CA",24012,520079000,1871
"G0600410","2001","California","06","Marin","041","Marin, CA",109012,4540570000,10256
"G0600430","2001","California","06","Mariposa","043","Mariposa, CA",3503,74170000,373
"G0600450","2001","California","06","Mendocino","045","Mendocino, CA",25443,610413000,2829
"G0600470","2001","California","06","Merced","047","Merced, CA",39990,973513000,2997
"G0600490","2001","California","06","Modoc","049","Modoc, CA",1654,34723000,202
"G0600510","2001","California","06","Mono","051","Mono, CA",6517,134765000,560
"G0600530","2001","California","06","Monterey","053","Monterey, CA",106740,3392702000,8719
"G0600550","2001","California","06","Napa","055","Napa, CA",52052,1770943000,3848
"G0600570","2001","California","06","Nevada","057","Nevada, CA",28109,741629000,3032
"G0600590","2001","California","06","Orange","059","Orange, CA",1409151,54681023000,79937
"G0600610","2001","California","06","Placer","061","Placer, CA",107395,3675598000,7685
"G0600630","2001","California","06","Plumas","063","Plumas, CA",4626,124872000,743
"G0600650","2001","California","06","Riverside","065","Riverside, CA",410073,11122488000,27233
"G0600670","2001","California","06","Sacramento","067","Sacramento, CA",439198,15145822000,25909
"G0600690","2001","California","06","San Benito","069","San Benito, CA",11263,306023000,1025
"G0600710","2001","California","06","San Bernardino","071","San Bernardino, CA",467422,13304606000,27352
"G0600730","2001","California","06","San Diego","073","San Diego, CA",1081762,39693523000,69059
"G0600750","2001","California","06","San Francisco","075","San Francisco, CA",557049,31409218000,30643
"G0600770","2001","California","06","San Joaquin","077","San Joaquin, CA",163533,4741752000,10350
"G0600790","2001","California","06","San Luis Obispo","079","San Luis Obispo, CA",79094,2163342000,7136
"G0600810","2001","California","06","San Mateo","081","San Mateo, CA",382377,22404842000,20378
"G0600830","2001","California","06","Santa Barbara","083","Santa Barbara, CA",140797,4605620000,11005
"G0600850","2001","California","06","Santa Clara","085","Santa Clara, CA",1042998,68288321000,45265
"G0600870","2001","California","06","Santa Cruz","087","Santa Cruz, CA",81466,2604964000,7001
"G0600890","2001","California","06","Shasta","089","Shasta, CA",47871,1273856000,4510
"G0600910","2001","California","06","Sierra","091","Sierra, CA",589,14923000,98
"G0600930","2001","California","06","Siskiyou","093","Siskiyou, CA",9891,216599000,1275
"G0600950","2001","California","06","Solano","095","Solano, CA",100819,3109203000,6584
"G0600970","2001","California","06","Sonoma","097","Sonoma, CA",172665,6004813000,13526
"G0600990","2001","California","06","Stanislaus","099","Stanislaus, CA",125928,3515301000,8298
"G0601010","2001","California","06","Sutter","101","Sutter, CA",17690,480308000,1693
"G0601030","2001","California","06","Tehama","103","Tehama, CA",11832,310081000,1000
"G0601050","2001","California","06","Trinity","105","Trinity, CA",1600,34659000,315
"G0601070","2001","California","06","Tulare","107","Tulare, CA",79078,1999593000,5937
"G0601090","2001","California","06","Tuolumne","109","Tuolumne, CA",13039,317047000,1521
"G0601110","2001","California","06","Ventura","111","Ventura, CA",249865,8549843000,17510
"G0601130","2001","California","06","Yolo","113","Yolo, CA",59829,1873568000,3467
"G0601150","2001","California","06","Yuba","115","Yuba, CA",8858,233498000,826
"G0609990","2001","California","06","Remainder of California","999","California Statewide No Fixed Loc",78550,2800587000,126
"G0800010","2001","Colorado","08","Adams","001","Adams, CO",127921,4311177000,7245
"G0800030","2001","Colorado","08","Alamosa","003","Alamosa, CO",5279,114298000,520
"G0800050","2001","Colorado","08","Arapahoe","005","Arapahoe, CO",308146,13578411000,16645
"G0800070","2001","Colorado","08","Archuleta","007","Archuleta, CO",2726,55737000,484
"G0800090","2001","Colorado","08","Baca","009","Baca, CO",599,10318000,102
"G0800110","2001","Colorado","08","Bent","011","Bent, CO",1099,35329000,73
"G0800130","2001","Colorado","08","Boulder","013","Boulder, CO",172266,7625780000,11361
"G0800150","2001","Colorado","08","Chaffee","015","Chaffee, CO",4911,99215000,771
"G0800170","2001","Colorado","08","Cheyenne","017","Cheyenne, CO",442,9472000,58
"G0800190","2001","Colorado","08","Clear Creek","019","Clear Creek, CO",2635,62251000,341
"G0800210","2001","Colorado","08","Conejos","021","Conejos, CO",826,16267000,119
"G0800230","2001","Colorado","08","Costilla","023","Costilla, CO",261,3405000,60
"G0800250","2001","Colorado","08","Crowley","025","Crowley, CO",301,5211000,51
"G0800270","2001","Colorado","08","Custer","027","Custer, CO",546,12296000,148
"G0800290","2001","Colorado","08","Delta","029","Delta, CO",5497,123466000,767
"G0800310","2001","Colorado","08","Denver","031","Denver, CO",421426,17589898000,22175
"G0800330","2001","Colorado","08","Dolores","033","Dolores, CO",179,3408000,47
"G0800350","2001","Colorado","08","Douglas","035","Douglas, CO",43096,1363162000,4233
"G0800370","2001","Colorado","08","Eagle","037","Eagle, CO",29653,824062000,2901
"G0800390","2001","Colorado","08","Elbert","039","Elbert, CO",2340,60535000,458
"G0800410","2001","Colorado","08","El Paso","041","El Paso, CO",216106,7036662000,13862
"G0800430","2001","Colorado","08","Fremont","043","Fremont, CO",7693,166832000,872
"G0800450","2001","Colorado","08","Garfield","045","Garfield, CO",16390,487064000,2113
"G0800470","2001","Colorado","08","Gilpin","047","Gilpin, CO",3655,114343000,81
"G0800490","2001","Colorado","08","Grand","049","Grand, CO",6637,120342000,778
"G0800510","2001","Colorado","08","Gunnison","051","Gunnison, CO",7077,140631000,885
"G0800530","2001","Colorado","08","Hinsdale","053","Hinsdale, CO",179,3611000,71
"G0800550","2001","Colorado","08","Huerfano","055","Huerfano, CO",1398,26685000,191
"G0800570","2001","Colorado","08","Jackson","057","Jackson, CO",231,5307000,60
"G0800590","2001","Colorado","08","Jefferson","059","Jefferson, CO",179920,6247909000,16202
"G0800610","2001","Colorado","08","Kiowa","061","Kiowa, CO",238,5091000,47
"G0800630","2001","Colorado","08","Kit Carson","063","Kit Carson, CO",1920,40446000,283
"G0800650","2001","Colorado","08","Lake","065","Lake, CO",1382,25184000,192
"G0800670","2001","Colorado","08","La Plata","067","La Plata, CO",17645,433308000,2049
"G0800690","2001","Colorado","08","Larimer","069","Larimer, CO",96202,2878339000,8160
"G0800710","2001","Colorado","08","Las Animas","071","Las Animas, CO",3435,62882000,380
"G0800730","2001","Colorado","08","Lincoln","073","Lincoln, CO",1273,29437000,135
"G0800750","2001","Colorado","08","Logan","075","Logan, CO",5654,131058000,629
"G0800770","2001","Colorado","08","Mesa","077","Mesa, CO",44063,1163512000,4073
"G0800790","2001","Colorado","08","Mineral","079","Mineral, CO",166,3848000,53
"G0800810","2001","Colorado","08","Moffat","081","Moffat, CO",3428,95982000,398
"G0800830","2001","Colorado","08","Montezuma","083","Montezuma, CO",6740,154659000,760
"G0800850","2001","Colorado","08","Montrose","085","Montrose, CO",10355,245991000,1135
"G0800870","2001","Colorado","08","Morgan","087","Morgan, CO",8290,207727000,640
"G0800890","2001","Colorado","08","Otero","089","Otero, CO",4812,98425000,509
"G0800910","2001","Colorado","08","Ouray","091","Ouray, CO",857,20246000,239
"G0800930","2001","Colorado","08","Park","093","Park, CO",1260,29289000,412
"G0800950","2001","Colorado","08","Phillips","095","Phillips, CO",1028,20861000,143
"G0800970","2001","Colorado","08","Pitkin","097","Pitkin, CO",16280,454026000,1562
"G0800990","2001","Colorado","08","Prowers","099","Prowers, CO",4026,87524000,422
"G0801010","2001","Colorado","08","Pueblo","101","Pueblo, CO",44636,1120316000,3194
"G0801030","2001","Colorado","08","Rio Blanco","103","Rio Blanco, CO",1611,51742000,212
"G0801050","2001","Colorado","08","Rio Grande","105","Rio Grande, CO",2748,58103000,398
"G0801070","2001","Colorado","08","Routt","107","Routt, CO",17592,520138000,1371
"G0801090","2001","Colorado","08","Saguache","109","Saguache, CO",676,12346000,119
"G0801110","2001","Colorado","08","San Juan","111","San Juan, CO",74,2116000,49
"G0801130","2001","Colorado","08","San Miguel","113","San Miguel, CO",4834,107825000,542
"G0801150","2001","Colorado","08","Sedgwick","115","Sedgwick, CO",483,8769000,89
"G0801170","2001","Colorado","08","Summit","117","Summit, CO",19991,421228000,1888
"G0801190","2001","Colorado","08","Teller","119","Teller, CO",5451,133047000,631
"G0801210","2001","Colorado","08","Washington","121","Washington, CO",732,14933000,107
"G0801230","2001","Colorado","08","Weld","123","Weld, CO",58214,1783538000,4281
"G0801250","2001","Colorado","08","Yuma","125","Yuma, CO",2251,48538000,333
"G0809990","2001","Colorado","08","Remainder of Colorado","999","Colorado Statewide No Fixed Loc",28788,785291000,116
"G0900010","2001","Connecticut","09","Fairfield","001","Fairfield, CT",457272,26467729000,28673
"G0900030","2001","Connecticut","09","Hartford","003","Hartford, CT",477530,20449423000,23001
"G0900050","2001","Connecticut","09","Litchfield","005","Litchfield, CT",59042,1936507000,5152
"G0900070","2001","Connecticut","09","Middlesex","007","Middlesex, CT",61465,2240144000,4222
"G0900090","2001","Connecticut","09","New Haven","009","New Haven, CT",335101,12445093000,20549
"G0900110","2001","Connecticut","09","New London","011","New London, CT",105598,3680651000,5739
"G0900130","2001","Connecticut","09","Tolland","013","Tolland, CT",28926,819682000,2558
"G0900150","2001","Connecticut","09","Windham","015","Windham, CT",30280,880898000,2211
"G1000010","2001","Delaware","10","Kent","001","Kent, DE",46469,1212750000,3007
"G1000030","2001","Delaware","10","New Castle","003","New Castle, DE",291416,12473634000,16386
"G1000050","2001","Delaware","10","Sussex","005","Sussex, DE",51491,1335290000,4681
"G1109990","2001","District Of Columbia","11","Remainder of District Of Columbia","999","District of Columbia No Fixed Loc",422549,20789177000,19686
"G1200010","2001","Florida","12","Alachua","001","Alachua, FL",84779,2107280000,5186
"G1200030","2001","Florida","12","Baker","003","Baker, FL",4040,91197000,305
"G1200050","2001","Florida","12","Bay","005","Bay, FL",52887,1234785000,4179
"G1200070","2001","Florida","12","Bradford","007","Bradford, FL",4324,72258000,387
"G1200090","2001","Florida","12","Brevard","009","Brevard, FL",164500,5002910000,11484
"G1200110","2001","Florida","12","Broward","011","Broward, FL",640214,20140215000,51036
"G1200130","2001","Florida","12","Calhoun","013","Calhoun, FL",1943,33479000,198
"G1200150","2001","Florida","12","Charlotte","015","Charlotte, FL",29956,710910000,3149
"G1200170","2001","Florida","12","Citrus","017","Citrus, FL",23226,570063000,2415
"G1200190","2001","Florida","12","Clay","019","Clay, FL",31958,704732000,2824
"G1200210","2001","Florida","12","Collier","021","Collier, FL",98832,2875093000,8705
