GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,FIG001,FII001,FIJ001
GIS Join Match Code,Data File Year,State Name,State Code,County Name,County Code,Area Name,Total mid-March employees,Total annual payroll,Total number of establishments
"G0100010","1998","Alabama","01","Autauga","001","Autauga, AL",8100,172862000,754
"G0100030","1998","Alabama","01","Baldwin","003","Baldwin, AL",39662,786306000,3760
"G0100050","1998","Alabama","01","Barbour","005","Barbour, AL",9773,211428000,605
"G0100070","1998","Alabama","01","Bibb","007","Bibb, AL",3636,73537000,340
"G0100090","1998","Alabama","01","Blount","009","Blount, AL",7670,150392000,716
"G0100110","1998","Alabama","01","Bullock","011","Bullock, AL",2414,44847000,147
"G0100130","1998","Alabama","01","Butler","013","Butler, AL",5925,116949000,525
"G0100150","1998","Alabama","01","Calhoun","015","Calhoun, AL",39928,824333000,2549
"G0100170","1998","Alabama","01","Chambers","017","Chambers, AL",11930,268864000,653
"G0100190","1998","Alabama","01","Cherokee","019","Cherokee, AL",3520,60532000,365
"G0100210","1998","Alabama","01","Chilton","021","Chilton, AL",6471,122230000,774
"G0100230","1998","Alabama","01","Choctaw","023","Choctaw, AL",3984,125601000,315
"G0100250","1998","Alabama","01","Clarke","025","Clarke, AL",8337,176737000,747
"G0100270","1998","Alabama","01","Clay","027","Clay, AL",4461,85957000,231
"G0100290","1998","Alabama","01","Cleburne","029","Cleburne, AL",2280,49260000,193
"G0100310","1998","Alabama","01","Coffee","031","Coffee, AL",13006,236418000,982
"G0100330","1998","Alabama","01","Colbert","033","Colbert, AL",18467,437556000,1376
"G0100350","1998","Alabama","01","Conecuh","035","Conecuh, AL",3773,81662000,266
"G0100370","1998","Alabama","01","Coosa","037","Coosa, AL",1773,36783000,134
"G0100390","1998","Alabama","01","Covington","039","Covington, AL",12157,240189000,912
"G0100410","1998","Alabama","01","Crenshaw","041","Crenshaw, AL",2806,48262000,272
"G0100430","1998","Alabama","01","Cullman","043","Cullman, AL",22680,503439000,1730
"G0100450","1998","Alabama","01","Dale","045","Dale, AL",10421,237673000,876
"G0100470","1998","Alabama","01","Dallas","047","Dallas, AL",15011,319803000,984
"G0100490","1998","Alabama","01","DeKalb","049","De Kalb, AL",20861,417719000,1228
"G0100510","1998","Alabama","01","Elmore","051","Elmore, AL",9782,182076000,1065
"G0100530","1998","Alabama","01","Escambia","053","Escambia, AL",11719,248725000,864
"G0100550","1998","Alabama","01","Etowah","055","Etowah, AL",33001,763799000,2197
"G0100570","1998","Alabama","01","Fayette","057","Fayette, AL",5164,110419000,355
"G0100590","1998","Alabama","01","Franklin","059","Franklin, AL",11134,204375000,621
"G0100610","1998","Alabama","01","Geneva","061","Geneva, AL",5014,83325000,460
"G0100630","1998","Alabama","01","Greene","063","Greene, AL",1309,23231000,136
"G0100650","1998","Alabama","01","Hale","065","Hale, AL",3140,55584000,229
"G0100670","1998","Alabama","01","Henry","067","Henry, AL",4046,81565000,331
"G0100690","1998","Alabama","01","Houston","069","Houston, AL",46545,1117588000,2822
"G0100710","1998","Alabama","01","Jackson","071","Jackson, AL",12829,295951000,903
"G0100730","1998","Alabama","01","Jefferson","073","Jefferson, AL",354243,10570331000,17672
"G0100750","1998","Alabama","01","Lamar","075","Lamar, AL",5004,125231000,289
"G0100770","1998","Alabama","01","Lauderdale","077","Lauderdale, AL",30630,595923000,2089
"G0100790","1998","Alabama","01","Lawrence","079","Lawrence, AL",5828,195735000,418
"G0100810","1998","Alabama","01","Lee","081","Lee, AL",30235,633215000,2008
"G0100830","1998","Alabama","01","Limestone","083","Limestone, AL",16425,504756000,1087
"G0100850","1998","Alabama","01","Lowndes","085","Lowndes, AL",1602,49529000,152
"G0100870","1998","Alabama","01","Macon","087","Macon, AL",6429,142601000,255
"G0100890","1998","Alabama","01","Madison","089","Madison, AL",119763,3404674000,6996
"G0100910","1998","Alabama","01","Marengo","091","Marengo, AL",6375,162107000,514
"G0100930","1998","Alabama","01","Marion","093","Marion, AL",10627,236461000,698
"G0100950","1998","Alabama","01","Marshall","095","Marshall, AL",33753,676693000,2004
"G0100970","1998","Alabama","01","Mobile","097","Mobile, AL",160695,4001337000,9380
"G0100990","1998","Alabama","01","Monroe","099","Monroe, AL",8786,220379000,452
"G0101010","1998","Alabama","01","Montgomery","101","Montgomery, AL",104467,2636407000,6115
"G0101030","1998","Alabama","01","Morgan","103","Morgan, AL",45996,1153754000,2808
"G0101050","1998","Alabama","01","Perry","105","Perry, AL",1963,34232000,157
"G0101070","1998","Alabama","01","Pickens","107","Pickens, AL",3320,62886000,356
"G0101090","1998","Alabama","01","Pike","109","Pike, AL",9389,188906000,678
"G0101110","1998","Alabama","01","Randolph","111","Randolph, AL",4843,86005000,400
"G0101130","1998","Alabama","01","Russell","113","Russell, AL",10868,257953000,882
"G0101150","1998","Alabama","01","St Clair","115","St. Clair, AL",11944,250227000,1119
"G0101170","1998","Alabama","01","Shelby","117","Shelby, AL",49635,1506530000,3449
"G0101190","1998","Alabama","01","Sumter","119","Sumter, AL",3402,68761000,265
"G0101210","1998","Alabama","01","Talladega","121","Talladega, AL",20878,480726000,1386
"G0101230","1998","Alabama","01","Tallapoosa","123","Tallapoosa, AL",22801,514147000,843
"G0101250","1998","Alabama","01","Tuscaloosa","125","Tuscaloosa, AL",65228,1641390000,3973
"G0101270","1998","Alabama","01","Walker","127","Walker, AL",16159,346611000,1451
"G0101290","1998","Alabama","01","Washington","129","Washington, AL",3664,149363000,261
"G0101310","1998","Alabama","01","Wilcox","131","Wilcox, AL",2527,77609000,227
"G0101330","1998","Alabama","01","Winston","133","Winston, AL",10381,233955000,481
"G0109990","1998","Alabama","01","Remainder of Alabama","999","Alabama Statewide No Fixed Loc",3521,126186000,34
"G0200130","1998","Alaska","02","Aleutians East","013","Aleutians East, AK",1995,32086000,49
"G0200160","1998","Alaska","02","Aleutians West","016","Aleutians West, AK",4375,82409000,112
"G0200200","1998","Alaska","02","Anchorage","020","Anchorage, AK",107084,4182025000,7786
"G0200500","1998","Alaska","02","Bethel","050","Bethel, AK",2657,65855000,210
"G0200600","1998","Alaska","02","Bristol Bay Borough","060","Bristol Bay, AK",572,21523000,73
"G0200680","1998","Alaska","02","Denali","068","Denali, AK",346,21117000,70
"G0200700","1998","Alaska","02","Dillingham","070","Dillingham (Bristol Bay), AK",1213,38514000,89
"G0200900","1998","Alaska","02","Fairbanks North Star","090","Fairbanks North Star, AK",21009,655745000,2173
"G0201000","1998","Alaska","02","Haines","100","Haines, AK",500,13136000,130
"G0201100","1998","Alaska","02","Juneau","110","Juneau, AK",9730,305629000,1125
"G0201220","1998","Alaska","02","Kenai Peninsula","122","Kenai Peninsula, AK",11104,336182000,1703
"G0201300","1998","Alaska","02","Ketchikan Gateway","130","Ketchikan Gateway, AK",4982,176150000,582
"G0201500","1998","Alaska","02","Kodiak Island","150","Kodiak Island, AK",4217,109733000,455
"G0201640","1998","Alaska","02","Lake And Peninsula","164","Lake and Pennisula, AK",181,8227000,56
"G0201700","1998","Alaska","02","Matanuska-Susitna","170","Matanuska Susitna, AK",8609,235882000,1333
"G0201800","1998","Alaska","02","Nome","180","Nome, AK",1931,51019000,183
"G0201850","1998","Alaska","02","North Slope","185","North Slope, AK",1698,82188000,137
"G0201880","1998","Alaska","02","Northwest Arctic","188","Northwest Arctic, AK",1541,73686000,84
"G0202010","1998","Alaska","02","Prince Of Wales-Outer Ketchikan","201","Prince of Wales-Outer Ketchikan , AK",1349,39535000,175
"G0202200","1998","Alaska","02","Sitka","220","Sitka, AK",2787,73808000,387
"G0202320","1998","Alaska","02","Skagway-Hoonah-Angoon","232","Skagway-Hoonah-Angoon, AK",650,18895000,161
"G0202400","1998","Alaska","02","Southeast Fairbanks","240","Southeast Fairbanks, AK",572,12630000,142
"G0202610","1998","Alaska","02","Valdez-Cordova","261","Valdez-Cordova, AK",2249,71758000,464
"G0202700","1998","Alaska","02","Wade Hampton","270","Wade Hampton, AK",698,7829000,64
"G0202800","1998","Alaska","02","Wrangell-Petersburg","280","Wrangel-Petersburg, AK",1718,46768000,285
"G0202820","1998","Alaska","02","Yakutat","282","Yakutat City and Borough, AK",274,7495000,34
"G0202900","1998","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk, AK",522,12410000,133
"G0209990","1998","Alaska","02","Remainder of Alaska","999","Alaska Statewide No Fixed Loc",1572,101686000,17
"G0400010","1998","Arizona","04","Apache","001","Apache, AZ",7141,137709000,508
"G0400030","1998","Arizona","04","Cochise","003","Cochise, AZ",21008,444692000,2169
"G0400050","1998","Arizona","04","Coconino","005","Coconino, AZ",36979,780514000,3341
"G0400070","1998","Arizona","04","Gila","007","Gila, AZ",13714,348405000,1110
"G0400090","1998","Arizona","04","Graham","009","Graham, AZ",4817,79346000,497
"G0400110","1998","Arizona","04","Greenlee","011","Greenlee, AZ",3643,123643000,104
"G0400120","1998","Arizona","04","La Paz","012","La Paz, AZ",3695,62836000,357
"G0400130","1998","Arizona","04","Maricopa","013","Maricopa, AZ",1246448,37009066000,68955
"G0400150","1998","Arizona","04","Mohave","015","Mohave, AZ",31142,641077000,3212
"G0400170","1998","Arizona","04","Navajo","017","Navajo, AZ",15462,352637000,1622
"G0400190","1998","Arizona","04","Pima","019","Pima, AZ",268142,6698735000,18247
"G0400210","1998","Arizona","04","Pinal","021","Pinal, AZ",27851,688286000,1988
"G0400230","1998","Arizona","04","Santa Cruz","023","Santa Cruz, AZ",10403,213834000,1070
"G0400250","1998","Arizona","04","Yavapai","025","Yavapai, AZ",41861,852537000,4603
"G0400270","1998","Arizona","04","Yuma","027","Yuma, AZ",30497,595153000,2443
"G0409990","1998","Arizona","04","Remainder of Arizona","999","Arizona Statewide No Fixed Loc",705,23776000,19
"G0500010","1998","Arkansas","05","Arkansas","001","Arkansas, AR",8404,192896000,587
"G0500030","1998","Arkansas","05","Ashley","003","Ashley, AR",8602,246334000,515
"G0500050","1998","Arkansas","05","Baxter","005","Baxter, AR",11273,244940000,1034
"G0500070","1998","Arkansas","05","Benton","007","Benton, AR",57907,1581123000,3393
"G0500090","1998","Arkansas","05","Boone","009","Boone, AR",13275,291152000,908
"G0500110","1998","Arkansas","05","Bradley","011","Bradley, AR",3015,49699000,293
"G0500130","1998","Arkansas","05","Calhoun","013","Calhoun, AR",974,20097000,103
"G0500150","1998","Arkansas","05","Carroll","015","Carroll, AR",7904,145795000,767
"G0500170","1998","Arkansas","05","Chicot","017","Chicot, AR",3116,50222000,280
"G0500190","1998","Arkansas","05","Clark","019","Clark, AR",8204,152868000,588
"G0500210","1998","Arkansas","05","Clay","021","Clay, AR",5276,91125000,356
"G0500230","1998","Arkansas","05","Cleburne","023","Cleburne, AR",5745,103192000,562
"G0500250","1998","Arkansas","05","Cleveland","025","Cleveland, AR",718,11363000,111
"G0500270","1998","Arkansas","05","Columbia","027","Columbia, AR",8533,187861000,652
"G0500290","1998","Arkansas","05","Conway","029","Conway, AR",7672,140889000,405
"G0500310","1998","Arkansas","05","Craighead","031","Craighead, AR",32834,755157000,2289
"G0500330","1998","Arkansas","05","Crawford","033","Crawford, AR",13681,290592000,916
"G0500350","1998","Arkansas","05","Crittenden","035","Crittenden, AR",15699,322602000,965
"G0500370","1998","Arkansas","05","Cross","037","Cross, AR",4722,91895000,375
"G0500390","1998","Arkansas","05","Dallas","039","Dallas, AR",2996,62992000,263
"G0500410","1998","Arkansas","05","Desha","041","Desha, AR",5005,107760000,409
"G0500430","1998","Arkansas","05","Drew","043","Drew, AR",6923,131794000,462
"G0500450","1998","Arkansas","05","Faulkner","045","Faulkner, AR",26766,630695000,1620
"G0500470","1998","Arkansas","05","Franklin","047","Franklin, AR",3475,61962000,285
"G0500490","1998","Arkansas","05","Fulton","049","Fulton, AR",1368,22458000,174
"G0500510","1998","Arkansas","05","Garland","051","Garland, AR",30382,603163000,2582
"G0500530","1998","Arkansas","05","Grant","053","Grant, AR",3616,76817000,277
"G0500550","1998","Arkansas","05","Greene","055","Greene, AR",13141,254689000,771
"G0500570","1998","Arkansas","05","Hempstead","057","Hempstead, AR",7694,152444000,451
"G0500590","1998","Arkansas","05","Hot Spring","059","Hot Spring, AR",5805,119394000,556
"G0500610","1998","Arkansas","05","Howard","061","Howard, AR",7199,131986000,319
"G0500630","1998","Arkansas","05","Independence","063","Independence, AR",13925,290614000,815
"G0500650","1998","Arkansas","05","Izard","065","Izard, AR",2238,39176000,246
"G0500670","1998","Arkansas","05","Jackson","067","Jackson, AR",4709,99012000,444
"G0500690","1998","Arkansas","05","Jefferson","069","Jefferson, AR",26837,609985000,1640
"G0500710","1998","Arkansas","05","Johnson","071","Johnson, AR",7385,132246000,402
"G0500730","1998","Arkansas","05","Lafayette","073","Lafayette, AR",1447,27645000,154
"G0500750","1998","Arkansas","05","Lawrence","075","Lawrence, AR",4180,73877000,380
"G0500770","1998","Arkansas","05","Lee","077","Lee, AR",1285,23228000,157
"G0500790","1998","Arkansas","05","Lincoln","079","Lincoln, AR",1632,31270000,155
"G0500810","1998","Arkansas","05","Little River","081","Little River, AR",3565,114374000,244
"G0500830","1998","Arkansas","05","Logan","083","Logan, AR",5200,93246000,391
"G0500850","1998","Arkansas","05","Lonoke","085","Lonoke, AR",8228,150709000,868
"G0500870","1998","Arkansas","05","Madison","087","Madison, AR",1641,33389000,182
"G0500890","1998","Arkansas","05","Marion","089","Marion, AR",3194,52493000,236
"G0500910","1998","Arkansas","05","Miller","091","Miller, AR",10320,232212000,719
"G0500930","1998","Arkansas","05","Mississippi","093","Mississippi, AR",18275,437141000,1002
"G0500950","1998","Arkansas","05","Monroe","095","Monroe, AR",2088,31743000,263
"G0500970","1998","Arkansas","05","Montgomery","097","Montgomery, AR",1121,17555000,188
"G0500990","1998","Arkansas","05","Nevada","099","Nevada, AR",1787,38943000,151
"G0501010","1998","Arkansas","05","Newton","101","Newton, AR",566,7764000,109
"G0501030","1998","Arkansas","05","Ouachita","103","Ouachita, AR",7894,187526000,637
"G0501050","1998","Arkansas","05","Perry","105","Perry, AR",595,9625000,114
"G0501070","1998","Arkansas","05","Phillips","107","Phillips, AR",5939,113457000,553
"G0501090","1998","Arkansas","05","Pike","109","Pike, AR",2390,40522000,261
"G0501110","1998","Arkansas","05","Poinsett","111","Poinsett, AR",4600,88946000,436
"G0501130","1998","Arkansas","05","Polk","113","Polk, AR",5334,99088000,488
"G0501150","1998","Arkansas","05","Pope","115","Pope, AR",21162,480380000,1460
"G0501170","1998","Arkansas","05","Prairie","117","Prairie, AR",1205,20353000,194
"G0501190","1998","Arkansas","05","Pulaski","119","Pulaski, AR",216792,5820396000,11744
"G0501210","1998","Arkansas","05","Randolph","121","Randolph, AR",4396,77814000,328
"G0501230","1998","Arkansas","05","St Francis","123","St. Francis, AR",7597,142367000,621
"G0501250","1998","Arkansas","05","Saline","125","Saline, AR",14865,311827000,1325
"G0501270","1998","Arkansas","05","Scott","127","Scott, AR",2576,47898000,180
"G0501290","1998","Arkansas","05","Searcy","129","Searcy, AR",1193,14274000,120
"G0501310","1998","Arkansas","05","Sebastian","131","Sebastian, AR",70368,1654224000,3427
"G0501330","1998","Arkansas","05","Sevier","133","Sevier, AR",4748,79322000,297
"G0501350","1998","Arkansas","05","Sharp","135","Sharp, AR",3057,48158000,369
"G0501370","1998","Arkansas","05","Stone","137","Stone, AR",2096,34510000,234
"G0501390","1998","Arkansas","05","Union","139","Union, AR",18396,457785000,1267
"G0501410","1998","Arkansas","05","Van Buren","141","Van Buren, AR",2780,44182000,315
"G0501430","1998","Arkansas","05","Washington","143","Washington, AR",65847,1515946000,4039
"G0501450","1998","Arkansas","05","White","145","White, AR",20657,439352000,1388
"G0501470","1998","Arkansas","05","Woodruff","147","Woodruff, AR",1981,35179000,160
"G0501490","1998","Arkansas","05","Yell","149","Yell, AR",5749,103266000,351
"G0509990","1998","Arkansas","05","Remainder of Arkansas","999","Arkansas Statewide No Fixed Loc",1171,35650000,31
"G0600010","1998","California","06","Alameda","001","Alameda, CA",598220,22237245000,35137
"G0600030","1998","California","06","Alpine","003","Alpine, CA",0,0,57
"G0600050","1998","California","06","Amador","005","Amador, CA",7377,152112000,819
"G0600070","1998","California","06","Butte","007","Butte, CA",49894,1062444000,4494
"G0600090","1998","California","06","Calaveras","009","Calaveras, CA",5337,111299000,930
"G0600110","1998","California","06","Colusa","011","Colusa, CA",3273,84083000,365
"G0600130","1998","California","06","Contra Costa","013","Contra Costa, CA",288747,10792600000,21674
"G0600150","1998","California","06","Del Norte","015","Del Norte, CA",4159,79150000,493
"G0600170","1998","California","06","El Dorado","017","El Dorado, CA",33891,820816000,3703
"G0600190","1998","California","06","Fresno","019","Fresno, CA",205823,5246893000,15130
"G0600210","1998","California","06","Glenn","021","Glenn, CA",4422,114316000,504
"G0600230","1998","California","06","Humboldt","023","Humboldt, CA",37239,807820000,3590
"G0600250","1998","California","06","Imperial","025","Imperial, CA",23205,480898000,2230
"G0600270","1998","California","06","Inyo","027","Inyo, CA",6338,106211000,609
"G0600290","1998","California","06","Kern","029","Kern, CA",142507,3763035000,10709
"G0600310","1998","California","06","Kings","031","Kings, CA",17632,395319000,1493
"G0600330","1998","California","06","Lake","033","Lake, CA",9241,179823000,1069
"G0600350","1998","California","06","Lassen","035","Lassen, CA",4167,86099000,533
"G0600370","1998","California","06","Los Angeles","037","Los Angeles, CA",3693537,123783190000,219933
"G0600390","1998","California","06","Madera","039","Madera, CA",22178,451294000,1811
"G0600410","1998","California","06","Marin","041","Marin, CA",97596,3566316000,10031
"G0600430","1998","California","06","Mariposa","043","Mariposa, CA",3388,64870000,359
"G0600450","1998","California","06","Mendocino","045","Mendocino, CA",24475,532884000,2754
"G0600470","1998","California","06","Merced","047","Merced, CA",37537,830032000,2898
"G0600490","1998","California","06","Modoc","049","Modoc, CA",1447,27467000,195
"G0600510","1998","California","06","Mono","051","Mono, CA",5547,90144000,530
"G0600530","1998","California","06","Monterey","053","Monterey, CA",101381,2785746000,8457
"G0600550","1998","California","06","Napa","055","Napa, CA",47205,1375178000,3537
"G0600570","1998","California","06","Nevada","057","Nevada, CA",23644,542522000,2800
"G0600590","1998","California","06","Orange","059","Orange, CA",1274074,43261217000,75154
"G0600610","1998","California","06","Placer","061","Placer, CA",81772,2390432000,6562
"G0600630","1998","California","06","Plumas","063","Plumas, CA",4451,104944000,696
"G0600650","1998","California","06","Riverside","065","Riverside, CA",341885,8481024000,24817
"G0600670","1998","California","06","Sacramento","067","Sacramento, CA",388764,11751995000,25062
"G0600690","1998","California","06","San Benito","069","San Benito, CA",10122,246341000,890
"G0600710","1998","California","06","San Bernardino","071","San Bernardino, CA",425068,10828605000,26132
"G0600730","1998","California","06","San Diego","073","San Diego, CA",961014,29596400000,64413
"G0600750","1998","California","06","San Francisco","075","San Francisco, CA",531023,23635443000,31632
"G0600770","1998","California","06","San Joaquin","077","San Joaquin, CA",143285,3785093000,9830
"G0600790","1998","California","06","San Luis Obispo","079","San Luis Obispo, CA",69698,1608944000,6557
"G0600810","1998","California","06","San Mateo","081","San Mateo, CA",333418,14607597000,20014
"G0600830","1998","California","06","Santa Barbara","083","Santa Barbara, CA",129260,3708245000,10535
"G0600850","1998","California","06","Santa Clara","085","Santa Clara, CA",946363,47589390000,44204
"G0600870","1998","California","06","Santa Cruz","087","Santa Cruz, CA",74213,2113033000,6737
"G0600890","1998","California","06","Shasta","089","Shasta, CA",44494,1073905000,4380
"G0600910","1998","California","06","Sierra","091","Sierra, CA",0,0,89
"G0600930","1998","California","06","Siskiyou","093","Siskiyou, CA",9380,183448000,1261
"G0600950","1998","California","06","Solano","095","Solano, CA",85967,2308688000,6242
"G0600970","1998","California","06","Sonoma","097","Sonoma, CA",154187,4636606000,13017
"G0600990","1998","California","06","Stanislaus","099","Stanislaus, CA",113536,2937828000,8027
"G0601010","1998","California","06","Sutter","101","Sutter, CA",16850,389559000,1616
"G0601030","1998","California","06","Tehama","103","Tehama, CA",11518,258721000,1014
"G0601050","1998","California","06","Trinity","105","Trinity, CA",1811,35201000,316
"G0601070","1998","California","06","Tulare","107","Tulare, CA",73205,1672329000,5812
"G0601090","1998","California","06","Tuolumne","109","Tuolumne, CA",11852,249971000,1405
"G0601110","1998","California","06","Ventura","111","Ventura, CA",217737,6343300000,16463
"G0601130","1998","California","06","Yolo","113","Yolo, CA",53870,1531873000,3340
"G0601150","1998","California","06","Yuba","115","Yuba, CA",8807,190907000,807
"G0609990","1998","California","06","Remainder of California","999","California Statewide No Fixed Loc",8071,359486000,57
"G0800010","1998","Colorado","08","Adams","001","Adams, CO",117241,3431158000,7008
"G0800030","1998","Colorado","08","Alamosa","003","Alamosa, CO",4920,90657000,525
"G0800050","1998","Colorado","08","Arapahoe","005","Arapahoe, CO",271272,10260100000,16039
"G0800070","1998","Colorado","08","Archuleta","007","Archuleta, CO",2400,41177000,410
"G0800090","1998","Colorado","08","Baca","009","Baca, CO",650,10457000,114
"G0800110","1998","Colorado","08","Bent","011","Bent, CO",1076,33048000,75
"G0800130","1998","Colorado","08","Boulder","013","Boulder, CO",136146,4826886000,10464
"G0800150","1998","Colorado","08","Chaffee","015","Chaffee, CO",4398,82582000,667
"G0800170","1998","Colorado","08","Cheyenne","017","Cheyenne, CO",478,10986000,66
"G0800190","1998","Colorado","08","Clear Creek","019","Clear Creek, CO",2646,63772000,318
"G0800210","1998","Colorado","08","Conejos","021","Conejos, CO",940,15233000,113
"G0800230","1998","Colorado","08","Costilla","023","Costilla, CO",162,2267000,48
"G0800250","1998","Colorado","08","Crowley","025","Crowley, CO",255,4961000,46
"G0800270","1998","Colorado","08","Custer","027","Custer, CO",515,9852000,124
"G0800290","1998","Colorado","08","Delta","029","Delta, CO",5267,95882000,697
"G0800310","1998","Colorado","08","Denver","031","Denver, CO",384052,13481064000,21317
"G0800330","1998","Colorado","08","Dolores","033","Dolores, CO",192,4277000,44
"G0800350","1998","Colorado","08","Douglas","035","Douglas, CO",29453,743278000,3572
"G0800370","1998","Colorado","08","Eagle","037","Eagle, CO",26617,649126000,2564
"G0800390","1998","Colorado","08","Elbert","039","Elbert, CO",1668,36593000,382
"G0800410","1998","Colorado","08","El Paso","041","El Paso, CO",194751,5446985000,13057
"G0800430","1998","Colorado","08","Fremont","043","Fremont, CO",7920,148998000,853
"G0800450","1998","Colorado","08","Garfield","045","Garfield, CO",13416,344940000,1807
"G0800470","1998","Colorado","08","Gilpin","047","Gilpin, CO",3352,85832000,90
"G0800490","1998","Colorado","08","Grand","049","Grand, CO",6081,93385000,692
"G0800510","1998","Colorado","08","Gunnison","051","Gunnison, CO",6785,108362000,785
"G0800530","1998","Colorado","08","Hinsdale","053","Hinsdale, CO",174,3048000,74
"G0800550","1998","Colorado","08","Huerfano","055","Huerfano, CO",1425,25409000,206
"G0800570","1998","Colorado","08","Jackson","057","Jackson, CO",213,4687000,57
"G0800590","1998","Colorado","08","Jefferson","059","Jefferson, CO",167896,5090037000,15132
"G0800610","1998","Colorado","08","Kiowa","061","Kiowa, CO",255,4488000,45
"G0800630","1998","Colorado","08","Kit Carson","063","Kit Carson, CO",1901,35056000,283
"G0800650","1998","Colorado","08","Lake","065","Lake, CO",1480,27493000,210
"G0800670","1998","Colorado","08","La Plata","067","La Plata, CO",16444,358691000,1886
"G0800690","1998","Colorado","08","Larimer","069","Larimer, CO",87930,2235285000,7586
"G0800710","1998","Colorado","08","Las Animas","071","Las Animas, CO",2890,48343000,370
"G0800730","1998","Colorado","08","Lincoln","073","Lincoln, CO",1216,23621000,129
"G0800750","1998","Colorado","08","Logan","075","Logan, CO",5836,112906000,625
"G0800770","1998","Colorado","08","Mesa","077","Mesa, CO",39408,936665000,3528
"G0800790","1998","Colorado","08","Mineral","079","Mineral, CO",143,2556000,50
"G0800810","1998","Colorado","08","Moffat","081","Moffat, CO",3253,90957000,355
"G0800830","1998","Colorado","08","Montezuma","083","Montezuma, CO",6302,133864000,754
"G0800850","1998","Colorado","08","Montrose","085","Montrose, CO",9349,199744000,1077
"G0800870","1998","Colorado","08","Morgan","087","Morgan, CO",8166,177632000,663
"G0800890","1998","Colorado","08","Otero","089","Otero, CO",5133,94028000,536
"G0800910","1998","Colorado","08","Ouray","091","Ouray, CO",711,14623000,216
"G0800930","1998","Colorado","08","Park","093","Park, CO",1215,24765000,354
"G0800950","1998","Colorado","08","Phillips","095","Phillips, CO",977,18604000,150
"G0800970","1998","Colorado","08","Pitkin","097","Pitkin, CO",16543,374067000,1527
"G0800990","1998","Colorado","08","Prowers","099","Prowers, CO",4309,80109000,450
"G0801010","1998","Colorado","08","Pueblo","101","Pueblo, CO",45760,1012026000,3178
"G0801030","1998","Colorado","08","Rio Blanco","103","Rio Blanco, CO",1407,36268000,214
"G0801050","1998","Colorado","08","Rio Grande","105","Rio Grande, CO",2859,55285000,372
"G0801070","1998","Colorado","08","Routt","107","Routt, CO",14730,353089000,1204
"G0801090","1998","Colorado","08","Saguache","109","Saguache, CO",604,10223000,113
"G0801110","1998","Colorado","08","San Juan","111","San Juan, CO",67,1701000,46
"G0801130","1998","Colorado","08","San Miguel","113","San Miguel, CO",4307,81012000,485
"G0801150","1998","Colorado","08","Sedgwick","115","Sedgwick, CO",541,8155000,91
"G0801170","1998","Colorado","08","Summit","117","Summit, CO",18787,339766000,1683
"G0801190","1998","Colorado","08","Teller","119","Teller, CO",5364,102874000,605
"G0801210","1998","Colorado","08","Washington","121","Washington, CO",759,14277000,119
"G0801230","1998","Colorado","08","Weld","123","Weld, CO",52895,1420504000,3707
"G0801250","1998","Colorado","08","Yuma","125","Yuma, CO",2116,38975000,342
"G0809990","1998","Colorado","08","Remainder of Colorado","999","Colorado Statewide No Fixed Loc",1610,78287000,55
"G0900010","1998","Connecticut","09","Fairfield","001","Fairfield, CT",424846,21547737000,28438
"G0900030","1998","Connecticut","09","Hartford","003","Hartford, CT",459632,17360148000,23275
"G0900050","1998","Connecticut","09","Litchfield","005","Litchfield, CT",56331,1713457000,5146
"G0900070","1998","Connecticut","09","Middlesex","007","Middlesex, CT",59152,1922322000,4180
"G0900090","1998","Connecticut","09","New Haven","009","New Haven, CT",334737,10981915000,20937
"G0900110","1998","Connecticut","09","New London","011","New London, CT",103413,3211823000,5715
"G0900130","1998","Connecticut","09","Tolland","013","Tolland, CT",26462,700594000,2500
"G0900150","1998","Connecticut","09","Windham","015","Windham, CT",29391,787767000,2171
"G1000010","1998","Delaware","10","Kent","001","Kent, DE",42453,964362000,2966
"G1000030","1998","Delaware","10","New Castle","003","New Castle, DE",265039,9795434000,15490
"G1000050","1998","Delaware","10","Sussex","005","Sussex, DE",47151,1071338000,4415
"G1109990","1998","District Of Columbia","11","Remainder of District Of Columbia","999","District of Columbia No Fixed Loc",402070,17358137000,19571
"G1200010","1998","Florida","12","Alachua","001","Alachua, FL",75584,1770610000,5124
"G1200030","1998","Florida","12","Baker","003","Baker, FL",3589,73283000,277
"G1200050","1998","Florida","12","Bay","005","Bay, FL",54230,1105741000,4220
"G1200070","1998","Florida","12","Bradford","007","Bradford, FL",4042,68724000,385
"G1200090","1998","Florida","12","Brevard","009","Brevard, FL",154136,4170703000,11330
"G1200110","1998","Florida","12","Broward","011","Broward, FL",585668,16036830000,49026
"G1200130","1998","Florida","12","Calhoun","013","Calhoun, FL",2069,39305000,237
"G1200150","1998","Florida","12","Charlotte","015","Charlotte, FL",30868,642867000,2900
"G1200170","1998","Florida","12","Citrus","017","Citrus, FL",22282,490527000,2271
"G1200190","1998","Florida","12","Clay","019","Clay, FL",29361,594135000,2779
"G1200210","1998","Florida","12","Collier","021","Collier, FL",82383,2054429000,7959
"G1200230","1998","Florida","12","Columbia","023","Columbia, FL",15306,338925000,1149
"G1200250","1998","Florida","12","Dade","025","Dade, FL",835903,23873282000,67042
