GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,FIG001,FII001,FIJ001
"G0100970","1999","Alabama","01","Mobile","097","Mobile, AL",161541,4099287000,9434
"G0100990","1999","Alabama","01","Monroe","099","Monroe, AL",8561,227395000,449
"G0101010","1999","Alabama","01","Montgomery","101","Montgomery, AL",109333,2798450000,6100
"G0101030","1999","Alabama","01","Morgan","103","Morgan, AL",45719,1209252000,2793
"G0101050","1999","Alabama","01","Perry","105","Perry, AL",2475,45833000,157
"G0101070","1999","Alabama","01","Pickens","107","Pickens, AL",3288,60156000,346
"G0101090","1999","Alabama","01","Pike","109","Pike, AL",9991,210124000,694
"G0101110","1999","Alabama","01","Randolph","111","Randolph, AL",5009,88462000,401
"G0101130","1999","Alabama","01","Russell","113","Russell, AL",12411,299476000,871
"G0101150","1999","Alabama","01","St Clair","115","St. Clair, AL",11987,262398000,1118
"G0101170","1999","Alabama","01","Shelby","117","Shelby, AL",53329,1767745000,3605
"G0101190","1999","Alabama","01","Sumter","119","Sumter, AL",3129,65182000,249
"G0101210","1999","Alabama","01","Talladega","121","Talladega, AL",20589,491766000,1401
"G0101230","1999","Alabama","01","Tallapoosa","123","Tallapoosa, AL",27935,548132000,833
"G0101250","1999","Alabama","01","Tuscaloosa","125","Tuscaloosa, AL",67473,1781723000,3956
"G0101270","1999","Alabama","01","Walker","127","Walker, AL",16220,360920000,1447
"G0101290","1999","Alabama","01","Washington","129","Washington, AL",3443,131060000,272
"G0101310","1999","Alabama","01","Wilcox","131","Wilcox, AL",2677,94265000,230
"G0101330","1999","Alabama","01","Winston","133","Winston, AL",10482,219550000,455
"G0109990","1999","Alabama","01","Remainder of Alabama","999","Alabama Statewide No Fixed Loc",4312,136996000,32
"G0200130","1999","Alaska","02","Aleutians East","013","Aleutians East, AK",2048,34933000,51
"G0200160","1999","Alaska","02","Aleutians West","016","Aleutians West, AK",4456,81922000,111
"G0200200","1999","Alaska","02","Anchorage","020","Anchorage, AK",108021,4317062000,7929
"G0200500","1999","Alaska","02","Bethel","050","Bethel, AK",3102,86150000,225
"G0200600","1999","Alaska","02","Bristol Bay Borough","060","Bristol Bay, AK",466,21522000,68
"G0200680","1999","Alaska","02","Denali","068","Denali, AK",347,22089000,73
"G0200700","1999","Alaska","02","Dillingham","070","Dillingham (Bristol Bay), AK",1200,39692000,90
"G0200900","1999","Alaska","02","Fairbanks North Star","090","Fairbanks North Star, AK",21694,678139000,2192
"G0201000","1999","Alaska","02","Haines","100","Haines, AK",431,13534000,126
"G0201100","1999","Alaska","02","Juneau","110","Juneau, AK",9712,308839000,1098
"G0201220","1999","Alaska","02","Kenai Peninsula","122","Kenai Peninsula, AK",10975,340773000,1767
"G0201300","1999","Alaska","02","Ketchikan Gateway","130","Ketchikan Gateway, AK",5150,175305000,578
"G0201500","1999","Alaska","02","Kodiak Island","150","Kodiak Island, AK",4308,119313000,446
"G0201640","1999","Alaska","02","Lake And Peninsula","164","Lake and Pennisula, AK",205,10017000,54
"G0201700","1999","Alaska","02","Matanuska-Susitna","170","Matanuska Susitna, AK",9105,253150000,1364
"G0201800","1999","Alaska","02","Nome","180","Nome, AK",1837,52030000,187
"G0201850","1999","Alaska","02","North Slope","185","North Slope, AK",1819,82349000,136
"G0201880","1999","Alaska","02","Northwest Arctic","188","Northwest Arctic, AK",1496,68158000,83
"G0202010","1999","Alaska","02","Prince Of Wales-Outer Ketchikan","201","Prince of Wales-Outer Ketchikan , AK",1203,38902000,167
"G0202200","1999","Alaska","02","Sitka","220","Sitka, AK",2760,81769000,390
"G0202320","1999","Alaska","02","Skagway-Hoonah-Angoon","232","Skagway-Hoonah-Angoon, AK",497,20719000,157
"G0202400","1999","Alaska","02","Southeast Fairbanks","240","Southeast Fairbanks, AK",639,14104000,140
"G0202610","1999","Alaska","02","Valdez-Cordova","261","Valdez-Cordova, AK",2253,70158000,470
"G0202700","1999","Alaska","02","Wade Hampton","270","Wade Hampton, AK",597,7719000,63
"G0202800","1999","Alaska","02","Wrangell-Petersburg","280","Wrangel-Petersburg, AK",1756,50670000,284
"G0202820","1999","Alaska","02","Yakutat","282","Yakutat City and Borough, AK",243,7025000,32
"G0202900","1999","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk, AK",552,13366000,132
"G0209990","1999","Alaska","02","Remainder of Alaska","999","Alaska Statewide No Fixed Loc",1587,98872000,20
"G0400010","1999","Arizona","04","Apache","001","Apache, AZ",6425,123347000,493
"G0400030","1999","Arizona","04","Cochise","003","Cochise, AZ",21365,453191000,2190
"G0400050","1999","Arizona","04","Coconino","005","Coconino, AZ",37502,796568000,3408
"G0400070","1999","Arizona","04","Gila","007","Gila, AZ",13288,316158000,1138
"G0400090","1999","Arizona","04","Graham","009","Graham, AZ",4966,85695000,514
"G0400110","1999","Arizona","04","Greenlee","011","Greenlee, AZ",3422,127000000,102
"G0400120","1999","Arizona","04","La Paz","012","La Paz, AZ",3794,69958000,359
"G0400130","1999","Arizona","04","Maricopa","013","Maricopa, AZ",1305261,40088841000,70489
"G0400150","1999","Arizona","04","Mohave","015","Mohave, AZ",33945,709865000,3295
"G0400170","1999","Arizona","04","Navajo","017","Navajo, AZ",16359,380259000,1697
"G0400190","1999","Arizona","04","Pima","019","Pima, AZ",278669,7367871000,18507
"G0400210","1999","Arizona","04","Pinal","021","Pinal, AZ",27776,670962000,1971
"G0400230","1999","Arizona","04","Santa Cruz","023","Santa Cruz, AZ",9881,206066000,1070
"G0400250","1999","Arizona","04","Yavapai","025","Yavapai, AZ",43864,930692000,4801
"G0400270","1999","Arizona","04","Yuma","027","Yuma, AZ",31256,610433000,2489
"G0409990","1999","Arizona","04","Remainder of Arizona","999","Arizona Statewide No Fixed Loc",504,17655000,22
"G0500010","1999","Arkansas","05","Arkansas","001","Arkansas, AR",8491,203026000,587
"G0500030","1999","Arkansas","05","Ashley","003","Ashley, AR",8679,255413000,521
"G0500050","1999","Arkansas","05","Baxter","005","Baxter, AR",11346,252432000,1044
"G0500070","1999","Arkansas","05","Benton","007","Benton, AR",62484,1892518000,3502
"G0500090","1999","Arkansas","05","Boone","009","Boone, AR",14032,312954000,937
"G0500110","1999","Arkansas","05","Bradley","011","Bradley, AR",3212,55233000,304
"G0500130","1999","Arkansas","05","Calhoun","013","Calhoun, AR",771,14246000,98
"G0500150","1999","Arkansas","05","Carroll","015","Carroll, AR",8151,157275000,769
"G0500170","1999","Arkansas","05","Chicot","017","Chicot, AR",3102,52797000,300
"G0500190","1999","Arkansas","05","Clark","019","Clark, AR",7819,158197000,583
"G0500210","1999","Arkansas","05","Clay","021","Clay, AR",5216,88072000,358
"G0500230","1999","Arkansas","05","Cleburne","023","Cleburne, AR",5699,108459000,551
"G0500250","1999","Arkansas","05","Cleveland","025","Cleveland, AR",759,12907000,112
"G0500270","1999","Arkansas","05","Columbia","027","Columbia, AR",8453,196242000,647
"G0500290","1999","Arkansas","05","Conway","029","Conway, AR",5944,149316000,406
"G0500310","1999","Arkansas","05","Craighead","031","Craighead, AR",33463,788659000,2252
"G0500330","1999","Arkansas","05","Crawford","033","Crawford, AR",14795,333984000,909
"G0500350","1999","Arkansas","05","Crittenden","035","Crittenden, AR",14437,302651000,942
"G0500370","1999","Arkansas","05","Cross","037","Cross, AR",4587,88630000,384
"G0500390","1999","Arkansas","05","Dallas","039","Dallas, AR",2847,58936000,262
"G0500410","1999","Arkansas","05","Desha","041","Desha, AR",4746,108500000,392
"G0500430","1999","Arkansas","05","Drew","043","Drew, AR",7460,143940000,448
"G0500450","1999","Arkansas","05","Faulkner","045","Faulkner, AR",28436,713036000,1687
"G0500470","1999","Arkansas","05","Franklin","047","Franklin, AR",3162,61620000,278
"G0500490","1999","Arkansas","05","Fulton","049","Fulton, AR",1395,21915000,171
"G0500510","1999","Arkansas","05","Garland","051","Garland, AR",30016,633275000,2573
"G0500530","1999","Arkansas","05","Grant","053","Grant, AR",3043,72095000,277
"G0500550","1999","Arkansas","05","Greene","055","Greene, AR",12736,270648000,773
"G0500570","1999","Arkansas","05","Hempstead","057","Hempstead, AR",7389,163988000,430
"G0500590","1999","Arkansas","05","Hot Spring","059","Hot Spring, AR",5910,124260000,565
"G0500610","1999","Arkansas","05","Howard","061","Howard, AR",7192,145758000,314
"G0500630","1999","Arkansas","05","Independence","063","Independence, AR",14183,312963000,805
"G0500650","1999","Arkansas","05","Izard","065","Izard, AR",2169,42314000,247
"G0500670","1999","Arkansas","05","Jackson","067","Jackson, AR",4856,100993000,440
"G0500690","1999","Arkansas","05","Jefferson","069","Jefferson, AR",27421,642992000,1616
"G0500710","1999","Arkansas","05","Johnson","071","Johnson, AR",7253,138010000,393
"G0500730","1999","Arkansas","05","Lafayette","073","Lafayette, AR",1371,28265000,157
"G0500750","1999","Arkansas","05","Lawrence","075","Lawrence, AR",4261,75623000,376
"G0500770","1999","Arkansas","05","Lee","077","Lee, AR",1267,22855000,163
"G0500790","1999","Arkansas","05","Lincoln","079","Lincoln, AR",1579,30151000,170
"G0500810","1999","Arkansas","05","Little River","081","Little River, AR",3378,124123000,231
"G0500830","1999","Arkansas","05","Logan","083","Logan, AR",4910,98625000,370
"G0500850","1999","Arkansas","05","Lonoke","085","Lonoke, AR",8370,162799000,901
"G0500870","1999","Arkansas","05","Madison","087","Madison, AR",1797,35024000,190
"G0500890","1999","Arkansas","05","Marion","089","Marion, AR",3317,55926000,236
"G0500910","1999","Arkansas","05","Miller","091","Miller, AR",10589,252895000,736
"G0500930","1999","Arkansas","05","Mississippi","093","Mississippi, AR",17749,442911000,1002
"G0500950","1999","Arkansas","05","Monroe","095","Monroe, AR",2069,33118000,251
"G0500970","1999","Arkansas","05","Montgomery","097","Montgomery, AR",1018,16905000,173
"G0500990","1999","Arkansas","05","Nevada","099","Nevada, AR",1895,44026000,154
"G0501010","1999","Arkansas","05","Newton","101","Newton, AR",663,8394000,101
"G0501030","1999","Arkansas","05","Ouachita","103","Ouachita, AR",7825,189285000,616
"G0501050","1999","Arkansas","05","Perry","105","Perry, AR",790,17298000,119
"G0501070","1999","Arkansas","05","Phillips","107","Phillips, AR",5818,113329000,610
"G0501090","1999","Arkansas","05","Pike","109","Pike, AR",2413,43226000,256
"G0501110","1999","Arkansas","05","Poinsett","111","Poinsett, AR",4732,92768000,421
"G0501130","1999","Arkansas","05","Polk","113","Polk, AR",5364,96979000,494
"G0501150","1999","Arkansas","05","Pope","115","Pope, AR",21579,515374000,1449
"G0501170","1999","Arkansas","05","Prairie","117","Prairie, AR",1206,21074000,192
"G0501190","1999","Arkansas","05","Pulaski","119","Pulaski, AR",220467,6090217000,11973
"G0501210","1999","Arkansas","05","Randolph","121","Randolph, AR",4619,85243000,343
"G0501230","1999","Arkansas","05","St Francis","123","St. Francis, AR",6950,141114000,586
"G0501250","1999","Arkansas","05","Saline","125","Saline, AR",15328,332105000,1358
"G0501270","1999","Arkansas","05","Scott","127","Scott, AR",2801,52242000,180
"G0501290","1999","Arkansas","05","Searcy","129","Searcy, AR",1043,13266000,119
"G0501310","1999","Arkansas","05","Sebastian","131","Sebastian, AR",69316,1767466000,3347
"G0501330","1999","Arkansas","05","Sevier","133","Sevier, AR",4653,82586000,297
"G0501350","1999","Arkansas","05","Sharp","135","Sharp, AR",3156,55197000,375
"G0501370","1999","Arkansas","05","Stone","137","Stone, AR",2343,33050000,242
"G0501390","1999","Arkansas","05","Union","139","Union, AR",18410,480241000,1256
"G0501410","1999","Arkansas","05","Van Buren","141","Van Buren, AR",2826,48601000,313
"G0501430","1999","Arkansas","05","Washington","143","Washington, AR",67608,1623485000,4162
"G0501450","1999","Arkansas","05","White","145","White, AR",21110,478360000,1392
"G0501470","1999","Arkansas","05","Woodruff","147","Woodruff, AR",1586,33117000,156
"G0501490","1999","Arkansas","05","Yell","149","Yell, AR",5934,110916000,360
"G0509990","1999","Arkansas","05","Remainder of Arkansas","999","Arkansas Statewide No Fixed Loc",1184,44450000,33
"G0600010","1999","California","06","Alameda","001","Alameda, CA",613225,24359654000,35707
"G0600030","1999","California","06","Alpine","003","Alpine, CA",1146,12421000,55
"G0600050","1999","California","06","Amador","005","Amador, CA",7473,166482000,826
"G0600070","1999","California","06","Butte","007","Butte, CA",52142,1142533000,4534
"G0600090","1999","California","06","Calaveras","009","Calaveras, CA",5582,118354000,944
"G0600110","1999","California","06","Colusa","011","Colusa, CA",3475,89958000,366
"G0600130","1999","California","06","Contra Costa","013","Contra Costa, CA",300025,11902268000,21785
"G0600150","1999","California","06","Del Norte","015","Del Norte, CA",4311,83128000,504
"G0600170","1999","California","06","El Dorado","017","El Dorado, CA",36640,986834000,3830
"G0600190","1999","California","06","Fresno","019","Fresno, CA",207810,5566611000,15138
"G0600210","1999","California","06","Glenn","021","Glenn, CA",4325,117677000,484
"G0600230","1999","California","06","Humboldt","023","Humboldt, CA",36953,830023000,3582
"G0600250","1999","California","06","Imperial","025","Imperial, CA",24275,509732000,2260
"G0600270","1999","California","06","Inyo","027","Inyo, CA",6484,116927000,614
"G0600290","1999","California","06","Kern","029","Kern, CA",146999,3902828000,10756
"G0600310","1999","California","06","Kings","031","Kings, CA",17768,421649000,1517
"G0600330","1999","California","06","Lake","033","Lake, CA",9292,194640000,1099
"G0600350","1999","California","06","Lassen","035","Lassen, CA",4112,86142000,511
"G0600370","1999","California","06","Los Angeles","037","Los Angeles, CA",3747755,130918744000,222513
"G0600390","1999","California","06","Madera","039","Madera, CA",22819,459396000,1852
"G0600410","1999","California","06","Marin","041","Marin, CA",101281,3876847000,10131
"G0600430","1999","California","06","Mariposa","043","Mariposa, CA",3276,71032000,346
"G0600450","1999","California","06","Mendocino","045","Mendocino, CA",24479,566898000,2749
"G0600470","1999","California","06","Merced","047","Merced, CA",38209,870748000,2931
"G0600490","1999","California","06","Modoc","049","Modoc, CA",1532,31435000,199
"G0600510","1999","California","06","Mono","051","Mono, CA",5796,103756000,547
"G0600530","1999","California","06","Monterey","053","Monterey, CA",104520,2993020000,8519
"G0600550","1999","California","06","Napa","055","Napa, CA",49785,1510423000,3622
"G0600570","1999","California","06","Nevada","057","Nevada, CA",25130,604117000,2903
"G0600590","1999","California","06","Orange","059","Orange, CA",1330960,47541086000,76532
"G0600610","1999","California","06","Placer","061","Placer, CA",88359,2780761000,6886
"G0600630","1999","California","06","Plumas","063","Plumas, CA",4463,107884000,689
"G0600650","1999","California","06","Riverside","065","Riverside, CA",366358,9484302000,25705
"G0600670","1999","California","06","Sacramento","067","Sacramento, CA",408586,12860725000,25359
"G0600690","1999","California","06","San Benito","069","San Benito, CA",10147,268503000,926
"G0600710","1999","California","06","San Bernardino","071","San Bernardino, CA",440958,11761543000,26735
"G0600730","1999","California","06","San Diego","073","San Diego, CA",1015773,33860161000,65905
"G0600750","1999","California","06","San Francisco","075","San Francisco, CA",536012,26375442000,31202
"G0600770","1999","California","06","San Joaquin","077","San Joaquin, CA",147642,4046988000,9980
"G0600790","1999","California","06","San Luis Obispo","079","San Luis Obispo, CA",72677,1831737000,6736
"G0600810","1999","California","06","San Mateo","081","San Mateo, CA",344926,16557334000,20267
"G0600830","1999","California","06","Santa Barbara","083","Santa Barbara, CA",135515,4069086000,10675
"G0600850","1999","California","06","Santa Clara","085","Santa Clara, CA",941476,56160222000,44909
"G0600870","1999","California","06","Santa Cruz","087","Santa Cruz, CA",75617,2363690000,6813
"G0600890","1999","California","06","Shasta","089","Shasta, CA",43952,1109277000,4380
"G0600910","1999","California","06","Sierra","091","Sierra, CA",652,19039000,98
"G0600930","1999","California","06","Siskiyou","093","Siskiyou, CA",9231,192277000,1254
"G0600950","1999","California","06","Solano","095","Solano, CA",88920,2510991000,6359
"G0600970","1999","California","06","Sonoma","097","Sonoma, CA",159421,4952734000,13147
"G0600990","1999","California","06","Stanislaus","099","Stanislaus, CA",117156,3098468000,8176
"G0601010","1999","California","06","Sutter","101","Sutter, CA",17033,422152000,1619
"G0601030","1999","California","06","Tehama","103","Tehama, CA",11600,280685000,1011
"G0601050","1999","California","06","Trinity","105","Trinity, CA",1486,29916000,324
"G0601070","1999","California","06","Tulare","107","Tulare, CA",72991,1753235000,5862
"G0601090","1999","California","06","Tuolumne","109","Tuolumne, CA",12025,267903000,1449
"G0601110","1999","California","06","Ventura","111","Ventura, CA",224817,7043912000,16790
"G0601130","1999","California","06","Yolo","113","Yolo, CA",55224,1651049000,3421
"G0601150","1999","California","06","Yuba","115","Yuba, CA",9021,205628000,835
"G0609990","1999","California","06","Remainder of California","999","California Statewide No Fixed Loc",6746,326240000,67
"G0800010","1999","Colorado","08","Adams","001","Adams, CO",122961,3804440000,7102
"G0800030","1999","Colorado","08","Alamosa","003","Alamosa, CO",4927,97758000,506
"G0800050","1999","Colorado","08","Arapahoe","005","Arapahoe, CO",277793,11499655000,16164
"G0800070","1999","Colorado","08","Archuleta","007","Archuleta, CO",2524,47022000,442
"G0800090","1999","Colorado","08","Baca","009","Baca, CO",626,10278000,108
"G0800110","1999","Colorado","08","Bent","011","Bent, CO",1090,32411000,79
"G0800130","1999","Colorado","08","Boulder","013","Boulder, CO",145191,5896811000,10772
"G0800150","1999","Colorado","08","Chaffee","015","Chaffee, CO",4538,85735000,719
"G0800170","1999","Colorado","08","Cheyenne","017","Cheyenne, CO",436,13222000,63
"G0800190","1999","Colorado","08","Clear Creek","019","Clear Creek, CO",2800,69200000,321
"G0800210","1999","Colorado","08","Conejos","021","Conejos, CO",931,15430000,117
"G0800230","1999","Colorado","08","Costilla","023","Costilla, CO",175,2184000,50
"G0800250","1999","Colorado","08","Crowley","025","Crowley, CO",487,9304000,48
"G0800270","1999","Colorado","08","Custer","027","Custer, CO",507,10088000,129
"G0800290","1999","Colorado","08","Delta","029","Delta, CO",5459,107584000,727
"G0800310","1999","Colorado","08","Denver","031","Denver, CO",392072,14725215000,21661
"G0800330","1999","Colorado","08","Dolores","033","Dolores, CO",225,4510000,44
"G0800350","1999","Colorado","08","Douglas","035","Douglas, CO",34029,920374000,3834
"G0800370","1999","Colorado","08","Eagle","037","Eagle, CO",28367,716041000,2721
"G0800390","1999","Colorado","08","Elbert","039","Elbert, CO",1970,46368000,411
"G0800410","1999","Colorado","08","El Paso","041","El Paso, CO",202377,6037110000,13387
"G0800430","1999","Colorado","08","Fremont","043","Fremont, CO",7658,153475000,863
"G0800450","1999","Colorado","08","Garfield","045","Garfield, CO",14441,396275000,1912
"G0800470","1999","Colorado","08","Gilpin","047","Gilpin, CO",4154,108836000,89
"G0800490","1999","Colorado","08","Grand","049","Grand, CO",6281,104584000,728
"G0800510","1999","Colorado","08","Gunnison","051","Gunnison, CO",7058,122932000,826
"G0800530","1999","Colorado","08","Hinsdale","053","Hinsdale, CO",181,3392000,77
"G0800550","1999","Colorado","08","Huerfano","055","Huerfano, CO",1534,25148000,194
"G0800570","1999","Colorado","08","Jackson","057","Jackson, CO",215,4853000,58
"G0800590","1999","Colorado","08","Jefferson","059","Jefferson, CO",175422,5506978000,15655
"G0800610","1999","Colorado","08","Kiowa","061","Kiowa, CO",253,4469000,44
"G0800630","1999","Colorado","08","Kit Carson","063","Kit Carson, CO",2087,39253000,289
"G0800650","1999","Colorado","08","Lake","065","Lake, CO",1385,24922000,214
"G0800670","1999","Colorado","08","La Plata","067","La Plata, CO",17205,393017000,1970
"G0800690","1999","Colorado","08","Larimer","069","Larimer, CO",90677,2434931000,7842
"G0800710","1999","Colorado","08","Las Animas","071","Las Animas, CO",3270,54037000,370
"G0800730","1999","Colorado","08","Lincoln","073","Lincoln, CO",1259,25693000,134
"G0800750","1999","Colorado","08","Logan","075","Logan, CO",5790,119422000,651
"G0800770","1999","Colorado","08","Mesa","077","Mesa, CO",40427,995503000,3622
"G0800790","1999","Colorado","08","Mineral","079","Mineral, CO",128,2796000,52
"G0800810","1999","Colorado","08","Moffat","081","Moffat, CO",3246,93208000,364
"G0800830","1999","Colorado","08","Montezuma","083","Montezuma, CO",6571,141994000,755
"G0800850","1999","Colorado","08","Montrose","085","Montrose, CO",9813,211810000,1066
"G0800870","1999","Colorado","08","Morgan","087","Morgan, CO",8140,186800000,671
"G0800890","1999","Colorado","08","Otero","089","Otero, CO",4934,96430000,533
"G0800910","1999","Colorado","08","Ouray","091","Ouray, CO",714,15860000,221
"G0800930","1999","Colorado","08","Park","093","Park, CO",1242,27696000,377
"G0800950","1999","Colorado","08","Phillips","095","Phillips, CO",1010,20439000,150
"G0800970","1999","Colorado","08","Pitkin","097","Pitkin, CO",16087,396607000,1521
"G0800990","1999","Colorado","08","Prowers","099","Prowers, CO",4268,83304000,438
"G0801010","1999","Colorado","08","Pueblo","101","Pueblo, CO",46711,1040491000,3206
"G0801030","1999","Colorado","08","Rio Blanco","103","Rio Blanco, CO",1351,33639000,217
"G0801050","1999","Colorado","08","Rio Grande","105","Rio Grande, CO",2854,60353000,393
"G0801070","1999","Colorado","08","Routt","107","Routt, CO",16436,394647000,1287
"G0801090","1999","Colorado","08","Saguache","109","Saguache, CO",643,11050000,117
"G0801110","1999","Colorado","08","San Juan","111","San Juan, CO",60,1850000,46
"G0801130","1999","Colorado","08","San Miguel","113","San Miguel, CO",4287,85000000,508
"G0801150","1999","Colorado","08","Sedgwick","115","Sedgwick, CO",520,8731000,92
"G0801170","1999","Colorado","08","Summit","117","Summit, CO",19923,376187000,1761
"G0801190","1999","Colorado","08","Teller","119","Teller, CO",5249,115415000,640
"G0801210","1999","Colorado","08","Washington","121","Washington, CO",749,14784000,113
"G0801230","1999","Colorado","08","Weld","123","Weld, CO",54202,1565541000,3862
"G0801250","1999","Colorado","08","Yuma","125","Yuma, CO",2187,40166000,344
"G0809990","1999","Colorado","08","Remainder of Colorado","999","Colorado Statewide No Fixed Loc",1610,81880000,66
"G0900010","1999","Connecticut","09","Fairfield","001","Fairfield, CT",436325,23021009000,28560
"G0900030","1999","Connecticut","09","Hartford","003","Hartford, CT",472171,18551853000,23261
"G0900050","1999","Connecticut","09","Litchfield","005","Litchfield, CT",57742,1797524000,5181
"G0900070","1999","Connecticut","09","Middlesex","007","Middlesex, CT",59997,2071401000,4206
"G0900090","1999","Connecticut","09","New Haven","009","New Haven, CT",343145,11683355000,20833
"G0900110","1999","Connecticut","09","New London","011","New London, CT",103728,3413516000,5705
"G0900130","1999","Connecticut","09","Tolland","013","Tolland, CT",27166,714781000,2528
"G0900150","1999","Connecticut","09","Windham","015","Windham, CT",30265,829112000,2180
"G1000010","1999","Delaware","10","Kent","001","Kent, DE",43783,1063683000,2979
"G1000030","1999","Delaware","10","New Castle","003","New Castle, DE",268275,10402605000,15886
"G1000050","1999","Delaware","10","Sussex","005","Sussex, DE",48677,1145728000,4516
"G1109990","1999","District Of Columbia","11","Remainder of District Of Columbia","999","District of Columbia No Fixed Loc",404372,18287742000,19469
"G1200010","1999","Florida","12","Alachua","001","Alachua, FL",78917,1889307000,5076
"G1200030","1999","Florida","12","Baker","003","Baker, FL",3620,78386000,284
"G1200050","1999","Florida","12","Bay","005","Bay, FL",53939,1132275000,4195
"G1200070","1999","Florida","12","Bradford","007","Bradford, FL",4137,73740000,396
"G1200090","1999","Florida","12","Brevard","009","Brevard, FL",158062,4400433000,11358
"G1200110","1999","Florida","12","Broward","011","Broward, FL",596218,17249922000,49501
"G1200130","1999","Florida","12","Calhoun","013","Calhoun, FL",2043,34897000,232
"G1200150","1999","Florida","12","Charlotte","015","Charlotte, FL",32143,669741000,2997
"G1200170","1999","Florida","12","Citrus","017","Citrus, FL",26340,574455000,2332
"G1200190","1999","Florida","12","Clay","019","Clay, FL",31647,646652000,2786
"G1200210","1999","Florida","12","Collier","021","Collier, FL",87955,2319414000,8198
